occupants,lighting_interior,lighting_exterior,cooking_range,refrigerator,hot_water_dishwasher,dishwasher,hot_water_clothes_washer,clothes_washer,clothes_dryer,plug_loads_tv,plug_loads_other,hot_water_fixtures,lighting_garage,lighting_exterior_holiday,ceiling_fan,outage,heating_season,cooling_season,natural_ventilation,water_heater_setpoint
0.667,0.165,0.277,0,0.68,0,0,0,0,0,0.242,0.528,0,0.277,0,0.264,0,1,1,0,125
0.667,0.271,0.266,0,0.714,0,0,0,0,0,0.259,0.601,0,0.266,0,0.263,0,1,1,0,125
0.333,0.159,0.311,0.25,0.714,0,0,0,0,0,0.307,0.533,0.0475,0.311,0,0.275,0,1,1,0,125
1,0.269,0.344,0,0.714,0,0,0,0,0,0.35,0.591,0.0475,0.344,0,0.315,0,1,1,0,125
0.667,0.274,0.355,0,0.697,0,0,0,0,0,0.385,0.611,0,0.355,0,0.323,0,1,1,0,125
1,0.416,0.433,0,0.748,0,0,0,0,0,0.405,0.713,0,0.433,0,0.433,0,1,1,0,125
1,0.497,0.588,0.25,0.815,0,0,0,0,0,0.419,0.773,0.0949,0.588,0,0.588,0,1,1,0,125
1,0.65,0.699,0,0.849,0,0,0,0,0,0.493,0.788,0.332,0.699,0,0.699,0,1,1,0,125
0.333,0.308,0.743,0,0.815,0,0,0,0,0,0.649,0.558,0.0475,0.743,0,0.42,0,1,1,0,125
0.667,0.621,0.788,0,0.798,0,0,0,0,0,0.763,0.621,0.19,0.788,0,0.611,0,1,1,0,125
1,0.827,0.765,0,0.781,0,0,0,0,0,0.704,0.669,0.0475,0.765,0,0.765,0,1,1,0,125
1,0.513,0.654,0,0.748,0,0,0,0,0,0.444,0.594,0.233,0.654,0,0.654,0,1,1,0,125
1,0.183,0.555,0,0.697,0,0,0,0,0,0.202,0.512,0.387,0.555,0,0.456,0,1,1,0,125
1,0.0743,0.444,0,0.68,0,0,0,0,0,0.0865,0.484,0.0475,0.444,0,0.32,0,1,1,0,125
1,0.0495,0.41,0,0.663,0,0,0,0,0,0.0432,0.465,0,0.41,0,0.258,0,1,1,0,125
1,0.0495,0.41,0,0.646,0,0,0,0,0,0.0236,0.465,0,0.41,0,0.258,0,1,1,0,125
1,0.0495,0.399,0,0.629,0,0,0,0,0,0.0157,0.465,0,0.399,0,0.258,0,1,1,0,125
1,0.0507,0.366,0,0.612,0,0,0,0,0,0.0216,0.469,0,0.366,0,0.294,0,1,1,0,125
1,0.0799,0.399,0,0.612,0,0,0,0,0,0.0275,0.474,0,0.399,0,0.305,0,1,1,0,125
1,0.143,0.477,0,0.646,0,0,0,0,0,0.0472,0.493,0,0.477,0,0.331,0,1,1,0,125
1,0.172,0.521,0,0.68,0,0,0,0,0,0.0845,0.518,0.0829,0.521,0,0.346,0,1,1,0,125
1,0.302,0.377,0,0.697,0,0,0,0,0,0.14,0.581,0.372,0.377,0,0.337,0,1,1,0,125
1,0.299,0.255,0,0.697,0,0,0,0,0,0.185,0.581,0.569,0.255,0,0.256,0,1,1,0,125
1,0.412,0.266,0,0.68,0,0,0,0,0,0.22,0.639,0.288,0.266,0,0.266,0,1,1,0,125
1,0.395,0.277,0,0.68,0,0,0,0,0,0.242,0.654,0.0606,0.277,0,0.277,0,1,1,0,125
1,0.382,0.266,0,0.714,0,0,0,0,0,0.259,0.669,0.371,0.266,0,0.266,0,1,1,0,125
0.667,0.269,0.311,0,0.714,0,0,0,0,0,0.307,0.601,0.376,0.311,0,0.293,0,1,1,0,125
0.667,0.269,0.344,0,0.714,0,0,0,0,0,0.35,0.591,0.317,0.344,0,0.315,0,1,1,0,125
0.667,0.274,0.355,0,0.697,0,0,0,0,0,0.385,0.611,0.15,0.355,0,0.323,0,1,1,0,125
0.667,0.294,0.433,0,0.748,0,0,0,0,0,0.405,0.631,0.637,0.433,0,0.374,0,1,1,0,125
1,0.497,0.588,0,0.815,0,0,0,0,0,0.419,0.773,0.401,0.588,0,0.588,0,1,1,0,125
0.667,0.45,0.699,0,0.849,0.524,0.15,0,0,0,0.493,0.68,0.156,0.699,0,0.552,0,1,1,0,125
0.667,0.567,0.743,0,0.815,0.347,1,0,0,0,0.649,0.65,0.0949,0.743,0,0.581,0,1,1,0,125
1,0.906,0.788,0,0.798,0,0.317,0,0,0,0.763,0.698,0.142,0.788,0,0.788,0,1,1,0,125
1,0.827,0.765,0.5,0.781,0,0,0,0,0,0.704,0.669,0,0.765,0,0.765,0,1,1,0,125
1,0.513,0.654,0,0.748,0,0,0,0,0,0.444,0.594,0.214,0.654,0,0.654,0,1,1,0,125
1,0.183,0.555,0,0.697,0,0,0,0,0,0.202,0.512,0.0949,0.555,0,0.456,0,1,1,0,125
1,0.0495,0.444,0,0.68,0,0,0,0,0,0.0727,0.465,0,0.444,0,0.258,0,1,1,1,125
1,0.0495,0.41,0,0.663,0,0,0,0,0,0.0354,0.465,0,0.41,0,0.258,0,1,1,1,125
1,0.0495,0.41,0,0.646,0,0,0,0,0,0.0177,0.465,0,0.41,0,0.258,0,1,1,1,125
1,0.0495,0.399,0.25,0.629,0,0,0,0,0,0.0138,0.465,0,0.399,0,0.258,0,1,1,1,125
1,0.0507,0.366,0,0.612,0,0,0,0,0,0.0216,0.469,0.122,0.366,0,0.294,0,1,1,1,125
1,0.11,0.399,0,0.612,0,0,0,0,0,0.0354,0.482,0,0.399,0,0.352,0,1,1,1,125
0.667,0.143,0.477,0,0.646,0,0,0,0,0,0.057,0.493,0.123,0.477,0,0.331,0,1,1,1,125
0.667,0.295,0.521,0,0.68,0,0,0,0,0,0.0786,0.571,0,0.521,0,0.433,0,1,1,1,125
0.333,0.176,0.377,0.25,0.697,0,0,0,0,0,0.0963,0.523,0,0.377,0,0.298,0,1,1,1,125
0.333,0.174,0.255,0,0.697,0,0,0,0,0,0.114,0.523,0.142,0.255,0,0.257,0,1,1,1,125
0.333,0.17,0.266,0,0.68,0,0,0,0,0,0.128,0.523,0.0475,0.266,0,0.261,0,1,1,1,125
0.333,0.165,0.277,0,0.68,0,0,0,0,0,0.142,0.528,0.0475,0.277,0,0.264,0,1,1,1,125
0.333,0.16,0.266,0,0.714,0,0,0,0,0,0.149,0.533,0.0475,0.266,0,0.261,0,1,1,1,125
0.667,0.269,0.311,0,0.714,0,0,0,0,0,0.169,0.601,0.427,0.311,0,0.293,0,1,1,1,125
0.667,0.269,0.344,0,0.714,0,0,0,0,0,0.179,0.591,0.0949,0.344,0,0.315,0,1,1,1,125
0.333,0.162,0.355,0,0.697,0,0,0,0,0,0.2,0.538,0.0949,0.355,0,0.29,0,1,1,1,125
0.667,0.294,0.433,0.25,0.748,0,0,0.344,0.5,0.233,0.25,0.631,0.0475,0.433,0,0.374,0,1,1,1,125
1,0.497,0.588,0,0.815,0,0,0.739,0,0,0.307,0.773,0,0.588,0,0.588,0,1,1,1,125
1,0.65,0.699,0,0.849,0.554,0.15,0,0,0,0.413,0.788,0.0475,0.699,0,0.699,0,1,1,1,125
1,0.825,0.743,0,0.815,0.318,0.0833,0,0,0,0.578,0.743,0.417,0.743,0,0.743,0,1,1,1,125
1,0.906,0.788,0,0.798,0.614,0.4,0,0,0,0.713,0.698,0.15,0.788,0,0.788,0,1,1,1,125
1,0.827,0.765,0,0.781,0.665,0.333,0,0,0,0.676,0.669,0.163,0.765,0,0.765,0,1,1,1,125
1,0.359,0.654,0,0.748,0,0,0,0,0,0.409,0.551,0.0475,0.654,0,0.522,0,1,1,1,125
1,0.0495,0.555,0,0.697,0,0,0,0,0,0.177,0.465,0,0.555,0,0.258,0,1,1,1,125
1,0.0495,0.444,0,0.68,0,0,0,0,0,0.0727,0.465,0.0949,0.444,0,0.258,0,1,1,0,125
1,0.0495,0.41,0,0.663,0,0,0,0,0,0.0354,0.465,0,0.41,0,0.258,0,1,1,0,125
1,0.0495,0.41,0,0.646,0,0,0,0,0,0.0177,0.465,0,0.41,0,0.258,0,1,1,0,125
1,0.0495,0.399,0,0.629,0,0,0,0,0,0.0138,0.465,0.35,0.399,0,0.258,0,1,1,0,125
1,0.0507,0.366,0,0.612,0,0,0,0,0,0.0216,0.469,0.171,0.366,0,0.294,0,1,1,0,125
1,0.11,0.399,0,0.612,0,0,0,0,0,0.0354,0.482,0.265,0.399,0,0.352,0,1,1,0,125
0.667,0.143,0.477,0,0.646,0,0,0,0,0,0.057,0.493,0.124,0.477,0,0.331,0,1,1,0,125
0.667,0.172,0.521,0,0.68,0,0,0,0,0,0.0786,0.518,0.453,0.521,0,0.346,0,1,1,0,125
0.667,0.176,0.377,0,0.697,0,0,0,0,0,0.0963,0.523,0.308,0.377,0,0.298,0,1,1,0,125
0.667,0.299,0.255,0,0.697,0,0,0,0,0,0.114,0.581,0.324,0.255,0,0.256,0,1,1,0,125
0.333,0.17,0.266,0,0.68,0,0,0,0,0,0.128,0.523,0.328,0.266,0,0.261,0,1,1,0,125
0.333,0.165,0.277,0,0.68,0,0,0,0,0,0.142,0.528,0.355,0.277,0,0.264,0,1,1,0,125
0.333,0.16,0.266,0,0.714,0,0,0,0,0,0.149,0.533,0.437,0.266,0,0.261,0,1,1,0,125
0.333,0.159,0.311,0,0.714,0,0,0,0,0,0.169,0.533,0.322,0.311,0,0.275,0,1,1,0,125
0.333,0.159,0.344,0,0.714,0,0,0,0,0,0.179,0.528,0.0475,0.344,0,0.286,0,1,1,0,125
0.333,0.162,0.355,0,0.697,0,0,0,0,0,0.2,0.538,0,0.355,0,0.29,0,1,1,0,125
0.333,0.172,0.433,0,0.748,0,0,0,0,0,0.25,0.548,0.0949,0.433,0,0.316,0,1,1,0,125
0.333,0.199,0.588,0,0.815,0,0,0,0,0,0.307,0.568,0.445,0.588,0,0.368,0,1,1,0,125
0.667,0.45,0.699,0,0.849,0,0,0,0,0,0.413,0.68,0.42,0.699,0,0.552,0,1,1,0,125
1,0.825,0.743,0,0.815,0,0,0,0,0,0.578,0.743,0.933,0.743,0,0.743,0,1,1,0,125
1,0.906,0.788,0,0.798,0,0,0,0,0,0.713,0.698,0.142,0.788,0,0.788,0,1,1,0,125
0.667,0.568,0.765,0,0.781,0,0,0,0,0,0.676,0.601,0.285,0.765,0,0.596,0,1,1,0,125
1,0.359,0.654,0,0.748,0,0,0,0,0,0.409,0.551,0.181,0.654,0,0.522,0,1,1,0,125
1,0.116,0.555,0,0.697,0,0,0,0,0,0.177,0.489,0.0949,0.555,0,0.357,0,1,1,0,125
1,0.0495,0.444,0,0.68,0,0,0,0,0,0.0727,0.465,0,0.444,0,0.258,0,1,1,1,125
1,0.0495,0.41,0,0.663,0,0,0,0,0,0.0354,0.465,0,0.41,0,0.258,0,1,1,1,125
1,0.0495,0.41,0,0.646,0,0,0,0,0,0.0177,0.465,0,0.41,0,0.258,0,1,1,1,125
1,0.0495,0.399,0,0.629,0,0,0,0,0,0.0138,0.465,0.0475,0.399,0,0.258,0,1,1,1,125
1,0.0495,0.366,0,0.612,0,0,0,0,0,0.0216,0.465,0,0.366,0,0.258,0,1,1,1,125
1,0.0495,0.399,0,0.612,0,0,0,0,0,0.0354,0.465,0,0.399,0,0.258,0,1,1,1,125
0.667,0.0495,0.477,0,0.646,0,0,0,0,0,0.057,0.465,0,0.477,0,0.258,0,1,1,1,125
0.667,0.0495,0.521,0.25,0.68,0,0,0,0,0,0.0786,0.465,0,0.521,0,0.258,0,1,1,1,125
0.667,0.176,0.377,0,0.697,0,0,0,0,0,0.0963,0.523,0,0.377,0,0.298,0,1,1,1,125
0.333,0.0495,0.255,0,0.697,0,0,0,0,0,0.114,0.465,0.332,0.255,0,0.258,0,1,1,1,125
0.333,0.0495,0.266,0,0.68,0,0,0,0,0,0.128,0.465,0,0.266,0,0.258,0,1,1,1,125
0.333,0.0495,0.277,0,0.68,0,0,0,0,0,0.142,0.465,0,0.277,0,0.258,0,1,1,1,125
0.333,0.0495,0.266,0,0.714,0,0,0,0,0,0.149,0.465,0.0475,0.266,0,0.258,0,1,1,1,125
0.333,0.0495,0.311,0,0.714,0,0,0,0,0,0.169,0.465,0,0.311,0,0.258,0,1,1,1,125
0.333,0.0495,0.344,0,0.714,0,0,0,0,0,0.179,0.465,0,0.344,0,0.258,0,1,1,1,125
0.333,0.162,0.355,0,0.697,0,0,0,0,0,0.2,0.538,0,0.355,0,0.29,0,1,1,1,125
0.333,0.172,0.433,0.45,0.748,0,0,0,0,0,0.25,0.548,0,0.433,0,0.316,0,1,1,1,125
1,0.497,0.588,0.3,0.815,0,0,0,0,0,0.307,0.773,0,0.588,0,0.588,0,1,1,1,125
1,0.65,0.699,0,0.849,0,0,0,0,0,0.413,0.788,0,0.699,0,0.699,0,1,1,1,125
1,0.825,0.743,0,0.815,0,0,0,0,0,0.578,0.743,0.0949,0.743,0,0.743,0,1,1,1,125
1,0.906,0.788,0,0.798,0,0,0,0,0,0.713,0.698,0.237,0.788,0,0.788,0,1,1,1,125
1,0.568,0.765,0,0.781,0,0,0,0,0,0.676,0.601,0.237,0.765,0,0.596,0,1,1,1,125
1,0.204,0.654,0,0.748,0,0,0,0,0,0.409,0.508,0.38,0.654,0,0.39,0,1,1,1,125
1,0.0495,0.555,0,0.697,0,0,0,0,0,0.177,0.465,0.332,0.555,0,0.258,0,1,1,1,125
1,0.0495,0.442,0,0.675,0,0,0,0,0,0.0721,0.465,0.0475,0.442,0,0.258,0,1,1,0,125
1,0.0495,0.409,0,0.658,0,0,0,0,0,0.0351,0.465,0,0.409,0,0.258,0,1,1,0,125
1,0.0495,0.409,0,0.641,0,0,0,0,0,0.0175,0.465,0,0.409,0,0.258,0,1,1,0,125
1,0.0495,0.398,0,0.625,0,0,0,0,0,0.0136,0.465,0,0.398,0,0.258,0,1,1,0,125
1,0.0495,0.365,0,0.608,0,0,0,0,0,0.0214,0.465,0.078,0.365,0,0.258,0,1,1,0,125
1,0.0817,0.398,0,0.608,0,0,0,0,0,0.0351,0.473,0.435,0.398,0,0.305,0,1,1,0,125
1,0.245,0.476,0,0.641,0,0,0,0,0,0.0565,0.521,0.19,0.476,0,0.403,0,1,1,0,125
1,0.305,0.52,0,0.675,0,0,0,0,0,0.078,0.57,0.482,0.52,0,0.432,0,1,1,0,125
1,0.452,0.376,0,0.692,0.211,0,0,0,0,0.0955,0.637,0.615,0.376,0,0.376,0,1,1,0,125
0.667,0.321,0.254,0,0.692,0.279,0.767,0,0,0,0.113,0.58,0.574,0.254,0,0.255,0,1,1,0,125
0.667,0.312,0.265,0,0.675,0,0.817,0,0,0,0.127,0.58,0.441,0.265,0,0.263,0,1,1,0,125
0.333,0.175,0.276,0,0.675,0,0,0,0,0,0.14,0.528,0.23,0.276,0,0.264,0,1,1,0,125
0.333,0.171,0.265,0,0.709,0,0,0,0,0,0.148,0.532,0.181,0.265,0,0.26,0,1,1,0,125
0.333,0.169,0.31,0,0.709,0,0,0,0,0,0.168,0.532,0.462,0.31,0,0.275,0,1,1,0,125
0,0.0495,0.343,0,0.709,0,0,0,0,0,0.177,0.465,0.0909,0.343,0,0.258,0,1,1,0,125
0.333,0.193,0.354,0,0.692,0,0,0,0,0,0.199,0.537,0.0475,0.354,0,0.29,0,1,1,0,125
0.333,0.236,0.431,0,0.743,0,0,0,0,0,0.248,0.547,0.0949,0.431,0,0.316,0,1,1,0,125
0.333,0.3,0.586,0,0.81,0,0,0,0,0,0.304,0.567,0.341,0.586,0,0.367,0,1,1,0,125
0.333,0.348,0.697,0,0.844,0,0,0,0,0,0.409,0.572,0.425,0.697,0,0.404,0,1,1,0,125
0.667,0.632,0.741,0,0.81,0,0,0,0,0,0.573,0.649,0.0949,0.741,0,0.58,0,1,1,0,125
1,0.518,0.785,0,0.793,0,0,0,0,0,0.708,0.619,0,0.785,0,0.609,0,1,1,0,125
1,0.57,0.763,0,0.776,0,0,0,0,0,0.671,0.667,0.285,0.763,0,0.763,0,1,1,0,125
1,0.496,0.652,0,0.743,0,0,0,0,0,0.405,0.593,0,0.652,0,0.652,0,1,1,0,125
1,0.116,0.553,0,0.692,0,0,0,0,0,0.175,0.488,0.0949,0.553,0,0.356,0,1,1,0,125
1,0.0495,0.442,0,0.675,0,0,0,0,0,0.0721,0.465,0,0.442,0,0.258,0,1,1,1,125
1,0.0495,0.409,0,0.658,0,0,0,0,0,0.0351,0.465,0,0.409,0,0.258,0,1,1,1,125
1,0.0495,0.409,0,0.641,0,0,0,0,0,0.0175,0.465,0,0.409,0,0.258,0,1,1,1,125
1,0.0495,0.398,0,0.625,0,0,0,0,0,0.0136,0.465,0.0525,0.398,0,0.258,0,1,1,1,125
1,0.0495,0.365,0,0.608,0,0,0,0,0,0.0214,0.465,0.227,0.365,0,0.258,0,1,1,1,125
1,0.114,0.398,0.267,0.608,0.645,0.267,0,0,0,0.0351,0.481,0,0.398,0,0.351,0,1,1,1,125
1,0.245,0.476,0,0.641,0.159,0.783,0,0,0,0.0565,0.521,0,0.476,0,0.403,0,1,1,1,125
1,0.433,0.52,0,0.675,0,0,0,0,0,0.078,0.622,0,0.52,0,0.52,0,1,1,1,125
0.333,0.184,0.376,0,0.692,0,0,0,0,0,0.0955,0.523,0.0949,0.376,0,0.297,0,1,1,1,125
0.333,0.185,0.254,0,0.692,0,0,0,0,0,0.113,0.523,0.285,0.254,0,0.257,0,1,1,1,125
0.333,0.181,0.265,0,0.675,0,0,0,0,0,0.127,0.523,0.142,0.265,0,0.26,0,1,1,1,125
0.333,0.175,0.276,0,0.675,0,0,0,0,0,0.14,0.528,0.143,0.276,0,0.264,0,1,1,1,125
0.333,0.171,0.265,0,0.709,0,0,0,0,0,0.148,0.532,0.557,0.265,0,0.26,0,1,1,1,125
0.667,0.289,0.31,0,0.709,0,0,0,0,0,0.168,0.6,0.0475,0.31,0,0.292,0,1,1,1,125
0.667,0.297,0.343,0,0.709,0,0,0,0,0,0.177,0.59,0,0.343,0,0.314,0,1,1,1,125
1,0.48,0.354,0.0667,0.692,0,0,0,0,0,0.199,0.681,0.237,0.354,0,0.354,0,1,1,1,125
1,0.608,0.431,0.2,0.743,0.152,0,0,0,0,0.248,0.711,0.0475,0.431,0,0.431,0,1,1,1,125
1,0.8,0.586,0,0.81,0.465,0.517,0,0,0,0.304,0.77,0,0.586,0,0.586,0,1,1,1,125
1,0.945,0.697,0,0.844,0,0.267,0,0,0,0.409,0.785,0.364,0.697,0,0.697,0,1,1,1,125
1,0.923,0.741,0,0.81,0,0,0,0,0,0.573,0.741,0.577,0.741,0,0.741,0,1,1,1,125
1,0.753,0.785,0,0.793,0,0,0,0,0,0.708,0.696,0,0.785,0,0.785,0,1,1,1,125
0.667,0.223,0.763,0,0.776,0,0,0,0,0,0.671,0.532,0.19,0.763,0,0.426,0,1,1,1,125
1,0.198,0.652,0,0.743,0,0,0,0,0,0.405,0.508,0.237,0.652,0,0.389,0,1,1,1,125
1,0.116,0.553,0,0.692,0,0,0,0,0,0.175,0.488,0,0.553,0,0.356,0,1,1,1,125
1,0.0743,0.442,0,0.675,0,0,0,0,0,0.0858,0.483,0.0949,0.442,0,0.319,0,1,1,0,125
1,0.0578,0.409,0,0.658,0,0,0,0,0,0.0429,0.473,0,0.409,0,0.308,0,1,1,0,125
1,0.0495,0.409,0,0.641,0,0,0,0,0,0.0234,0.468,0,0.409,0,0.308,0,1,1,0,125
1,0.0495,0.398,0,0.625,0,0,0,0,0,0.0156,0.463,0,0.398,0,0.305,0,1,1,0,125
1,0.0495,0.365,0,0.608,0,0,0,0,0,0.0214,0.465,0,0.365,0,0.258,0,1,1,0,125
1,0.0495,0.398,0,0.608,0,0,0,0,0,0.0273,0.465,0.0949,0.398,0,0.258,0,1,1,0,125
1,0.0495,0.476,0,0.641,0,0,0,0,0,0.0468,0.465,0.159,0.476,0,0.258,0,1,1,0,125
1,0.0495,0.52,0,0.675,0,0,0,0,0,0.0838,0.465,0.133,0.52,0,0.258,0,1,1,0,125
1,0.184,0.376,0,0.692,0,0,0,0,0,0.138,0.523,0.543,0.376,0,0.297,0,1,1,0,125
1,0.185,0.254,0.817,0.692,0,0,0,0,0,0.183,0.523,0.0817,0.254,0,0.257,0,1,1,0,125
1,0.312,0.265,0,0.675,0,0,0,0,0,0.218,0.58,0.215,0.265,0,0.263,0,1,1,0,125
1,0.301,0.276,0,0.675,0,0,0,0,0,0.24,0.59,0.102,0.276,0,0.27,0,1,1,0,125
1,0.413,0.265,0,0.709,0,0,0,0,0,0.257,0.667,0,0.265,0,0.265,0,1,1,0,125
0.333,0.169,0.31,0,0.709,0,0,0,0,0,0.304,0.532,0.416,0.31,0,0.275,0,1,1,0,125
0.333,0.173,0.343,0,0.709,0,0,0,0,0,0.347,0.528,0.166,0.343,0,0.286,0,1,1,0,125
0.667,0.336,0.354,0,0.692,0,0,0,0,0,0.382,0.609,0.21,0.354,0,0.322,0,1,1,0,125
0.333,0.236,0.431,0,0.743,0,0,0,0,0,0.402,0.547,0.0949,0.431,0,0.316,0,1,1,0,125
0.667,0.55,0.586,0.267,0.81,0,0,0,0,0,0.415,0.669,0.38,0.586,0,0.477,0,1,1,0,125
1,0.945,0.697,0,0.844,0,0,0,0,0,0.489,0.785,0.237,0.697,0,0.697,0,1,1,0,125
1,0.923,0.741,0,0.81,0,0,0,0,0,0.643,0.741,0.0949,0.741,0,0.741,0,1,1,0,125
1,0.753,0.785,0,0.793,0,0,0,0,0,0.756,0.696,0,0.785,0,0.785,0,1,1,0,125
1,0.57,0.763,0,0.776,0,0,0,0,0,0.698,0.667,0.237,0.763,0,0.763,0,1,1,0,125
1,0.496,0.652,0,0.743,0,0,0,0,0,0.441,0.593,0.142,0.652,0,0.652,0,1,1,0,125
1,0.183,0.553,0,0.692,0,0,0,0,0,0.201,0.511,0,0.553,0,0.455,0,1,1,0,125
1,0.0743,0.442,0,0.675,0,0,0,0,0,0.0858,0.483,0,0.442,0,0.319,0,1,1,0,125
1,0.0495,0.409,0,0.658,0,0,0,0,0,0.0429,0.465,0,0.409,0,0.258,0,1,1,0,125
1,0.0495,0.409,0,0.641,0,0,0,0,0,0.0234,0.465,0,0.409,0,0.258,0,1,1,0,125
1,0.0495,0.398,0,0.625,0,0,0,0,0,0.0156,0.465,0.381,0.398,0,0.258,0,1,1,0,125
1,0.051,0.365,0,0.608,0,0,0,0,0,0.0214,0.468,0,0.365,0,0.293,0,1,1,0,125
1,0.0817,0.398,0,0.608,0,0,0,0,0,0.0273,0.473,0,0.398,0,0.305,0,1,1,0,125
0.667,0.0495,0.476,0,0.641,0,0,0,0,0,0.0468,0.465,0,0.476,0,0.258,0,1,1,0,125
0.667,0.0495,0.52,0,0.675,0,0,0,0,0,0.0838,0.465,0.0475,0.52,0,0.258,0,1,1,0,125
0.667,0.0495,0.376,0,0.692,0,0,0,0,0,0.138,0.465,0,0.376,0,0.258,0,1,1,0,125
0.667,0.185,0.254,0,0.692,0,0,0.0677,0.5,0.133,0.183,0.523,0,0.254,0,0.257,0,1,1,0,125
0.667,0.181,0.265,0,0.675,0,0,0.895,0,0.383,0.218,0.523,0.193,0.265,0,0.26,0,1,1,0,125
0.667,0.301,0.276,0.267,0.675,0,0,0.344,0.5,0.383,0.24,0.59,0,0.276,0,0.27,0,1,1,0,125
0.667,0.292,0.265,0,0.709,0,0,0.486,0,0.133,0.257,0.6,0.18,0.265,0,0.263,0,1,1,0,125
0.667,0.289,0.31,0.267,0.709,0.548,0.15,0.914,0,0,0.304,0.6,0.123,0.31,0,0.292,0,1,1,0,125
1,0.421,0.343,0,0.709,0.235,1,0,0,0,0.347,0.652,0.0475,0.343,0,0.343,0,1,1,0,125
1,0.48,0.354,0,0.692,0,0.167,0,0,0,0.382,0.681,0.0475,0.354,0,0.354,0,1,1,0,125
1,0.608,0.431,0.267,0.743,0,0,0,0,0,0.402,0.711,0,0.431,0,0.431,0,1,1,0,125
1,0.8,0.586,0,0.81,0,0,0,0,0,0.415,0.77,0.285,0.586,0,0.586,0,1,1,0,125
1,0.945,0.697,0,0.844,0.149,0,0,0,0,0.489,0.785,0.332,0.697,0,0.697,0,1,1,0,125
1,0.923,0.741,0,0.81,0.668,0.65,0,0,0,0.643,0.741,0.0949,0.741,0,0.741,0,1,1,0,125
1,0.753,0.785,0,0.793,0.404,0.133,0,0,0,0.756,0.696,0.0949,0.785,0,0.785,0,1,1,0,125
1,0.57,0.763,0,0.776,0,0,0,0,0,0.698,0.667,0.365,0.763,0,0.763,0,1,1,0,125
1,0.347,0.652,0,0.743,0,0,0,0,0,0.441,0.55,0.175,0.652,0,0.521,0,1,1,0,125
1,0.183,0.553,0,0.692,0,0,0,0,0,0.201,0.511,0,0.553,0,0.455,0,1,1,0,125
1,0.0743,0.442,0,0.675,0,0,0,0,0,0.0721,0.483,0.0949,0.442,0,0.319,0,1,1,1,125
1,0.0578,0.409,0,0.658,0,0,0,0,0,0.0351,0.473,0.0949,0.409,0,0.308,0,1,1,1,125
1,0.0495,0.409,0,0.641,0,0,0,0,0,0.0175,0.468,0,0.409,0,0.308,0,1,1,1,125
1,0.0495,0.398,0,0.625,0,0,0,0,0,0.0136,0.465,0.0529,0.398,0,0.258,0,1,1,1,125
1,0.0495,0.365,0,0.608,0,0,0,0,0,0.0214,0.465,0.257,0.365,0,0.258,0,1,1,1,125
1,0.0817,0.398,0,0.608,0,0,0,0,0,0.0351,0.473,0,0.398,0,0.305,0,1,1,1,125
0.667,0.147,0.476,0.267,0.641,0,0,0,0,0,0.0565,0.493,0.0521,0.476,0,0.33,0,1,1,1,125
0.667,0.305,0.52,0,0.675,0,0,0,0,0,0.078,0.57,0.202,0.52,0,0.432,0,1,1,1,125
0.667,0.318,0.376,0,0.692,0,0,0.23,0.5,0.25,0.0955,0.58,0.287,0.376,0,0.337,0,1,1,1,125
0.667,0.321,0.254,0,0.692,0,0,0.438,0,0.267,0.113,0.58,0.413,0.254,0,0.255,0,1,1,1,125
0.333,0.181,0.265,0,0.675,0,0,0,0,0,0.127,0.523,0.0949,0.265,0,0.26,0,1,1,1,125
0.333,0.175,0.276,0,0.675,0,0,0,0,0,0.14,0.528,0,0.276,0,0.264,0,1,1,1,125
0.333,0.171,0.265,0,0.709,0,0,0,0,0,0.148,0.532,0,0.265,0,0.26,0,1,1,1,125
0.333,0.169,0.31,0,0.709,0,0,0,0,0,0.168,0.532,0,0.31,0,0.275,0,1,1,1,125
0.333,0.173,0.343,0,0.709,0,0,0,0,0,0.177,0.528,0.0949,0.343,0,0.286,0,1,1,1,125
0.333,0.193,0.354,0.0667,0.692,0,0,0,0,0,0.199,0.537,0.0949,0.354,0,0.29,0,1,1,1,125
0.333,0.236,0.431,0.75,0.743,0,0,0.0144,0.5,0.5,0.248,0.547,0.0475,0.431,0,0.316,0,1,1,1,125
0.667,0.55,0.586,0,0.81,0,0,0,0,0.0167,0.304,0.669,0.0475,0.586,0,0.477,0,1,1,1,125
1,0.945,0.697,0,0.844,0,0,0,0,0,0.409,0.785,0.332,0.697,0,0.697,0,1,1,1,125
1,0.632,0.741,0,0.81,0,0,0,0,0,0.573,0.649,0,0.741,0,0.58,0,1,1,1,125
1,0.518,0.785,0,0.793,0,0,0,0,0,0.708,0.619,0.0475,0.785,0,0.609,0,1,1,1,125
1,0.223,0.763,0,0.776,0,0,0,0,0,0.671,0.532,0.0475,0.763,0,0.426,0,1,1,1,125
1,0.0495,0.652,0,0.743,0,0,0,0,0,0.405,0.465,0.142,0.652,0,0.258,0,1,1,1,125
1,0.0495,0.553,0,0.692,0,0,0,0,0,0.175,0.465,0,0.553,0,0.258,0,1,1,1,125
1,0.0495,0.442,0,0.675,0,0,0,0,0,0.0721,0.465,0,0.442,0,0.258,0,1,1,0,125
1,0.0495,0.409,0,0.658,0,0,0,0,0,0.0351,0.465,0.0475,0.409,0,0.258,0,1,1,0,125
1,0.0495,0.409,0,0.641,0,0,0,0,0,0.0175,0.465,0,0.409,0,0.258,0,1,1,0,125
