occupants,lighting,lighting_exterior,lighting_garage,lighting_exterior_holiday,cooking_range,refrigerator,extra_refrigerator,freezer,dishwasher,dishwasher_power,clothes_washer,clothes_washer_power,clothes_dryer,clothes_dryer_exhaust,fixtures,ceiling_fan,plug_loads_other,plug_loads_tv,plug_loads_vehicle,plug_loads_well_pump,fuel_loads_grill,fuel_loads_lighting,fuel_loads_fireplace,pool_pump,pool_heater,hot_tub_pump,hot_tub_heater
0.667,0.324,0.616,0.616,0,0,0.96,0.96,0.96,0,0,0,0,0,0,0.010,0.497,0.566,0.664,1,0.672,0.355,0.672,0.672,0.0479,0.0479,0.483,0.484
1,0.59,0.653,0.653,0,0,0.94,0.94,0.94,0,0,0,0,0,0,0,0.653,0.579,0.82,1,0.716,0.223,0.716,0.716,0.024,0.024,0.404,0.405
1,0.273,0.635,0.635,0,0,0.92,0.92,0.92,0,0,0,0,0,0,0,0.383,0.495,0.777,1,0.761,0.0964,0.761,0.761,0.018,0.018,0.341,0.341
1,0.218,0.543,0.543,0,0,0.88,0.88,0.88,0,0,0,0,0,0,0,0.353,0.475,0.47,1,0.663,0.066,0.663,0.663,0.018,0.018,0.19,0.19
1,0.116,0.46,0.46,0,0,0.82,0.82,0.82,0,0,0,0,0,0,0.057,0.325,0.458,0.203,1,0.575,0.0355,0.575,0.575,0.018,0.018,0.19,0.19
1,0.0495,0.368,0.368,0,0,0.8,0.8,0.8,0,0,0,0,0,0,0,0.258,0.465,0.0835,1,0.389,0.0203,0.389,0.389,0.018,0.018,0.19,0.19
1,0.0495,0.34,0.34,0,0,0.78,0.78,0.78,0,0,0,0,0,0,0,0.258,0.465,0.0406,1,0.203,0.00507,0.203,0.203,0.018,0.018,0.23,0.23
1,0.0495,0.34,0.34,0,0,0.76,0.76,0.76,0,0,0,0,0,0,0,0.258,0.465,0.0203,1,0.168,0.00507,0.168,0.168,0.018,0.018,0.19,0.19
1,0.0495,0.331,0.331,0,0,0.74,0.74,0.74,0,0,0,0,0,0,0,0.258,0.465,0.0158,1,0.133,0.0101,0.133,0.133,0.024,0.024,0.23,0.23
1,0.0495,0.304,0.304,0,0,0.72,0.72,0.72,0,0,0,0,0,0,0,0.258,0.465,0.0248,1,0.141,0.0355,0.141,0.141,0.0479,0.0479,0.372,0.373
1,0.0495,0.331,0.331,0,0,0.72,0.72,0.72,0,0,0,0,0,0,0,0.258,0.465,0.0406,1,0.159,0.0609,0.159,0.159,0.0898,0.0898,0.531,0.532
1,0.135,0.396,0.396,0,0,0.76,0.76,0.76,0,0,0,0,0,0,0.490,0.304,0.462,0.0655,1,0.23,0.147,0.23,0.23,0.156,0.156,0.452,0.452
0.667,0.274,0.432,0.432,0,0,0.8,0.8,0.8,0,0,0,0,0,0,0.041,0.374,0.5,0.0903,1,0.292,0.233,0.292,0.292,0.263,0.263,0.19,0.19
0,0.0495,0.313,0.313,0,0,0.82,0.82,0.82,0,0,0,0,0,0,0,0.258,0.465,0.111,1,0.292,0.223,0.292,0.292,0.503,0.503,0.19,0.19
0,0.0495,0.212,0.212,0,0,0.82,0.82,0.82,0,0,0,0,0,0,0,0.258,0.465,0.131,1,0.283,0.208,0.283,0.283,0.725,0.725,0.151,0.151
0,0.0495,0.221,0.221,0,0,0.8,0.8,0.8,0,0,0,0,0,0,0.019,0.258,0.465,0.147,1,0.292,0.223,0.292,0.292,0.761,0.761,0.119,0.119
0.333,0.145,0.23,0.23,0,0,0.8,0.8,0.8,0,0,0,0,0,0,0.048,0.248,0.491,0.163,1,0.292,0.233,0.292,0.292,0.725,0.725,0.111,0.111
0.333,0.141,0.221,0.221,0,0,0.84,0.84,0.84,0,0,0,0,0,0,0,0.245,0.495,0.172,1,0.283,0.213,0.283,0.283,0.719,0.719,0.111,0.111
0.333,0.14,0.258,0.258,0,0,0.84,0.84,0.84,0,0,0,0,0,0,0,0.258,0.495,0.194,1,0.283,0.193,0.283,0.283,0.539,0.539,0.111,0.111
0.333,0.14,0.285,0.285,0,0,0.84,0.84,0.84,0,0,0,0,0,0,0.105,0.267,0.491,0.205,1,0.283,0.249,0.283,0.283,0.449,0.449,0.19,0.19
0.333,0.14,0.294,0.294,0,0,0.82,0.82,0.82,0,0,0,0,0,0,0.010,0.27,0.499,0.23,1,0.292,0.299,0.292,0.292,0.365,0.365,0.46,0.46
0,0.0495,0.359,0.359,0,0,0.88,0.88,0.88,0,0,0,0,0,0,0.010,0.258,0.465,0.287,1,0.398,0.558,0.398,0.398,0.222,0.222,0.998,1
0.333,0.0495,0.488,0.488,0,0,0.96,0.96,0.96,0,0,0,0,0,0,0.038,0.258,0.465,0.352,1,0.504,0.817,0.504,0.504,0.138,0.138,0.967,0.968
0.667,0.268,0.58,0.58,0,0,1,1,1,0.291,0.417,0,0,0,0,0.010,0.472,0.591,0.474,1,0.584,0.583,0.584,0.584,0.0779,0.0779,0.539,0.54
0.667,0.324,0.616,0.616,0,0,0.96,0.96,0.96,0.700,0.266,0,0,0,0,0.466,0.497,0.566,0.664,1,0.672,0.355,0.672,0.672,0.0479,0.0479,0.483,0.484
1,0.59,0.653,0.653,0,0,0.94,0.94,0.94,0,0,0,0,0,0,0.019,0.653,0.579,0.82,1,0.716,0.223,0.716,0.716,0.024,0.024,0.404,0.405
1,0.496,0.635,0.635,0,0,0.92,0.92,0.92,0,0,0,0,0,0,0.019,0.509,0.525,0.777,1,0.761,0.0964,0.761,0.761,0.018,0.018,0.341,0.341
1,0.0495,0.543,0.543,0,0,0.88,0.88,0.88,0,0,0,0,0,0,0.076,0.258,0.465,0.47,1,0.663,0.066,0.663,0.663,0.018,0.018,0.19,0.19
1,0.0495,0.46,0.46,0,0,0.82,0.82,0.82,0,0,0,0,0,0,0.010,0.258,0.465,0.203,1,0.575,0.0355,0.575,0.575,0.018,0.018,0.19,0.19
1,0.0495,0.368,0.368,0,0,0.8,0.8,0.8,0,0,0,0,0,0,0.010,0.258,0.465,0.0835,1,0.389,0.0203,0.389,0.389,0.018,0.018,0.19,0.19
1,0.0495,0.34,0.34,0,0,0.78,0.78,0.78,0,0,0,0,0,0,0,0.258,0.465,0.0406,1,0.203,0.00507,0.203,0.203,0.018,0.018,0.23,0.23
1,0.0495,0.34,0.34,0,0,0.76,0.76,0.76,0,0,0,0,0,0,0,0.258,0.465,0.0203,1,0.168,0.00507,0.168,0.168,0.018,0.018,0.19,0.19
1,0.0495,0.331,0.331,0,0,0.74,0.74,0.74,0,0,0,0,0,0,0,0.258,0.465,0.0158,1,0.133,0.0101,0.133,0.133,0.024,0.024,0.23,0.23
1,0.0495,0.304,0.304,0,0,0.72,0.72,0.72,0,0,0,0,0,0,0,0.258,0.465,0.0248,1,0.141,0.0355,0.141,0.141,0.0479,0.0479,0.372,0.373
1,0.0495,0.331,0.331,0,0,0.72,0.72,0.72,0,0,0,0,0,0,0.396,0.258,0.465,0.0406,1,0.159,0.0609,0.159,0.159,0.0898,0.0898,0.531,0.532
1,0.135,0.396,0.396,0,0,0.76,0.76,0.76,0,0,0,0,0,0,0.265,0.304,0.462,0.0655,1,0.23,0.147,0.23,0.23,0.156,0.156,0.452,0.452
1,0.274,0.432,0.432,0,0,0.8,0.8,0.8,0,0,0,0,0,0,0.359,0.374,0.5,0.0903,1,0.292,0.233,0.292,0.292,0.263,0.263,0.19,0.19
1,0.381,0.313,0.313,0,0,0.82,0.82,0.82,0,0,0,0,0,0,0.290,0.313,0.53,0.111,1,0.292,0.223,0.292,0.292,0.503,0.503,0.19,0.19
0.667,0.258,0.212,0.212,0,0,0.82,0.82,0.82,0,0,0,0,0,0,0,0.227,0.508,0.131,1,0.283,0.208,0.283,0.283,0.725,0.725,0.151,0.151
0.333,0.15,0.221,0.221,0,0,0.8,0.8,0.8,0,0,0,0,0,0,0.010,0.245,0.487,0.147,1,0.292,0.223,0.292,0.292,0.761,0.761,0.119,0.119
0.333,0.145,0.23,0.23,0,0,0.8,0.8,0.8,0,0,0,0,0,0,0.057,0.248,0.491,0.163,1,0.292,0.233,0.292,0.292,0.725,0.725,0.111,0.111
0,0.0495,0.221,0.221,0,0,0.84,0.84,0.84,0,0,0,0,0,0,0.019,0.258,0.465,0.172,1,0.283,0.213,0.283,0.283,0.719,0.719,0.111,0.111
0,0.0495,0.258,0.258,0,0,0.84,0.84,0.84,0,0,0,0,0,0,0.029,0.258,0.465,0.194,1,0.283,0.193,0.283,0.283,0.539,0.539,0.111,0.111
0.333,0.14,0.285,0.285,0,0,0.84,0.84,0.84,0,0,0,0,0,0,0,0.267,0.491,0.205,1,0.283,0.249,0.283,0.283,0.449,0.449,0.19,0.19
0.333,0.14,0.294,0.294,0,0.216,0.82,0.82,0.82,0,0,0,0,0,0,0,0.27,0.499,0.23,1,0.292,0.299,0.292,0.292,0.365,0.365,0.46,0.46
0.667,0.233,0.359,0.359,0,0.249,0.88,0.88,0.88,0,0,0,0,0,0,0,0.325,0.549,0.287,1,0.398,0.558,0.398,0.398,0.222,0.222,0.998,1
1,0.338,0.488,0.488,0,0,0.96,0.96,0.96,0.113,0.166,0,0,0,0,0,0.488,0.641,0.352,1,0.504,0.817,0.504,0.504,0.138,0.138,0.967,0.968
1,0.268,0.58,0.58,0,0,1,1,1,0.750,0.754,0,0,0,0,0.010,0.472,0.591,0.474,1,0.584,0.583,0.584,0.584,0.0779,0.0779,0.539,0.54
1,0.461,0.616,0.616,0,0,0.96,0.96,0.96,0.646,0,0,0,0,0,0.076,0.616,0.616,0.664,1,0.672,0.355,0.672,0.672,0.0479,0.0479,0.483,0.484
1,0.59,0.653,0.653,0,0,0.94,0.94,0.94,0.867,0,0,0,0,0,0.029,0.653,0.579,0.82,1,0.716,0.223,0.716,0.716,0.024,0.024,0.404,0.405
1,0.72,0.635,0.635,0,0,0.92,0.92,0.92,0.796,0,0,0,0,0,0.172,0.635,0.555,0.777,1,0.761,0.0964,0.761,0.761,0.018,0.018,0.341,0.341
1,0.218,0.543,0.543,0,0,0.88,0.88,0.88,0,0,0,0,0,0,0.038,0.353,0.475,0.47,1,0.663,0.066,0.663,0.663,0.018,0.018,0.19,0.19
1,0.116,0.46,0.46,0,0,0.82,0.82,0.82,0,0,0,0,0,0,0,0.325,0.458,0.203,1,0.575,0.0355,0.575,0.575,0.018,0.018,0.19,0.19
1,0.0495,0.368,0.368,0,0,0.8,0.8,0.8,0,0,0,0,0,0,0,0.258,0.465,0.0835,1,0.389,0.0203,0.389,0.389,0.018,0.018,0.19,0.19
1,0.0495,0.34,0.34,0,0,0.78,0.78,0.78,0,0,0,0,0,0,0.010,0.258,0.465,0.0406,1,0.203,0.00507,0.203,0.203,0.018,0.018,0.23,0.23
1,0.0495,0.34,0.34,0,0,0.76,0.76,0.76,0,0,0,0,0,0,0,0.258,0.465,0.0203,1,0.168,0.00507,0.168,0.168,0.018,0.018,0.19,0.19
1,0.0495,0.331,0.331,0,0,0.74,0.74,0.74,0,0,0,0,0,0,0.211,0.258,0.465,0.0158,1,0.133,0.0101,0.133,0.133,0.024,0.024,0.23,0.23
1,0.0499,0.304,0.304,0,0,0.72,0.72,0.72,0,0,0,0,0,0,0.269,0.273,0.442,0.0248,1,0.141,0.0355,0.141,0.141,0.0479,0.0479,0.372,0.373
1,0.103,0.331,0.331,0,0,0.72,0.72,0.72,0,0,0,0,0,0,0.196,0.307,0.426,0.0406,1,0.159,0.0609,0.159,0.159,0.0898,0.0898,0.531,0.532
1,0.22,0.396,0.396,0,0,0.76,0.76,0.76,0,0,0,0,0,0,0,0.35,0.459,0.0655,1,0.23,0.147,0.23,0.23,0.156,0.156,0.452,0.452
0.667,0.274,0.432,0.432,0,0,0.8,0.8,0.8,0,0,0,0,0,0,0.334,0.374,0.5,0.0903,1,0.292,0.233,0.292,0.292,0.263,0.263,0.19,0.19
0.333,0.16,0.313,0.313,0,0,0.82,0.82,0.82,0,0,0,0,0,0,0,0.276,0.487,0.111,1,0.292,0.223,0.292,0.292,0.503,0.503,0.19,0.19
0.333,0.154,0.212,0.212,0,0,0.82,0.82,0.82,0.208,0.417,0,0,0,0,0,0.242,0.487,0.131,1,0.283,0.208,0.283,0.283,0.725,0.725,0.151,0.151
0.333,0.15,0.221,0.221,0,0,0.8,0.8,0.8,0.272,0.266,0.668,0.660,0.117,0.117,0.010,0.245,0.487,0.147,1,0.292,0.223,0.292,0.292,0.761,0.761,0.119,0.119
0.667,0.24,0.23,0.23,0,0,0.8,0.8,0.8,0,0,0.682,0,0.333,0.333,0,0.239,0.517,0.163,1,0.292,0.233,0.292,0.292,0.725,0.725,0.111,0.111
0.667,0.232,0.221,0.221,0,0.699,0.84,0.84,0.84,0,0,0.414,0,0,0,0.029,0.233,0.525,0.172,1,0.283,0.213,0.283,0.283,0.719,0.719,0.111,0.111
0.667,0.23,0.258,0.258,0,0,0.84,0.84,0.84,0,0,0.575,0,0,0,0,0.258,0.525,0.194,1,0.283,0.193,0.283,0.283,0.539,0.539,0.111,0.111
0.667,0.23,0.285,0.285,0,0,0.84,0.84,0.84,0,0,0.021,0,0,0,0,0.276,0.517,0.205,1,0.283,0.249,0.283,0.283,0.449,0.449,0.19,0.19
0.667,0.23,0.294,0.294,0,0,0.82,0.82,0.82,0,0,0,0,0,0,0.010,0.282,0.533,0.23,1,0.292,0.299,0.292,0.292,0.365,0.365,0.46,0.46
0.667,0.233,0.359,0.359,0,0,0.88,0.88,0.88,0,0,0,0,0,0,0,0.325,0.549,0.287,1,0.398,0.558,0.398,0.398,0.222,0.222,0.998,1
0.667,0.242,0.488,0.488,0,0,0.96,0.96,0.96,0.341,0.417,0,0,0,0,0.359,0.411,0.582,0.352,1,0.504,0.817,0.504,0.504,0.138,0.138,0.967,0.968
1,0.377,0.58,0.58,0,0,1,1,1,0.638,0.266,0,0,0,0,0.157,0.58,0.653,0.474,1,0.584,0.583,0.584,0.584,0.0779,0.0779,0.539,0.54
1,0.461,0.616,0.616,0,0.715,0.96,0.96,0.96,0.285,0,0,0,0,0,0,0.616,0.616,0.664,1,0.672,0.355,0.672,0.672,0.0479,0.0479,0.483,0.484
1,0.59,0.653,0.653,0,0.912,0.94,0.94,0.94,0,0,0,0,0,0,0.150,0.653,0.579,0.82,1,0.716,0.223,0.716,0.716,0.024,0.024,0.404,0.405
1,0.496,0.635,0.635,0,0,0.92,0.92,0.92,0,0,0,0,0,0,0.195,0.509,0.525,0.777,1,0.761,0.0964,0.761,0.761,0.018,0.018,0.341,0.341
1,0.386,0.543,0.543,0,0,0.88,0.88,0.88,0,0,0,0,0,0,0.010,0.448,0.484,0.47,1,0.663,0.066,0.663,0.663,0.018,0.018,0.19,0.19
1,0.0495,0.46,0.46,0,0,0.82,0.82,0.82,0,0,0,0,0,0,0.086,0.258,0.465,0.203,1,0.575,0.0355,0.575,0.575,0.018,0.018,0.19,0.19
1,0.0495,0.368,0.368,0,0,0.8,0.8,0.8,0,0,0,0,0,0,0,0.258,0.465,0.0835,1,0.389,0.0203,0.389,0.389,0.018,0.018,0.19,0.19
1,0.0495,0.34,0.34,0,0,0.78,0.78,0.78,0,0,0,0,0,0,0,0.258,0.465,0.0406,1,0.203,0.00507,0.203,0.203,0.018,0.018,0.23,0.23
1,0.0495,0.34,0.34,0,0,0.76,0.76,0.76,0,0,0,0,0,0,0.010,0.258,0.465,0.0203,1,0.168,0.00507,0.168,0.168,0.018,0.018,0.19,0.19
1,0.0495,0.331,0.331,0,0,0.74,0.74,0.74,0,0,0,0,0,0,0,0.258,0.465,0.0158,1,0.133,0.0101,0.133,0.133,0.024,0.024,0.23,0.23
1,0.0504,0.304,0.304,0,0,0.72,0.72,0.72,0,0,0,0,0,0,0.059,0.288,0.418,0.0248,1,0.141,0.0355,0.141,0.141,0.0479,0.0479,0.372,0.373
0.667,0.0763,0.331,0.331,0,0,0.72,0.72,0.72,0,0,0,0,0,0,0.147,0.282,0.446,0.0406,1,0.159,0.0609,0.159,0.159,0.0898,0.0898,0.531,0.532
0.667,0.135,0.396,0.396,0,0,0.76,0.76,0.76,0,0,0,0,0,0,0,0.304,0.462,0.0655,1,0.23,0.147,0.23,0.23,0.156,0.156,0.452,0.452
0.333,0.0495,0.432,0.432,0,0,0.8,0.8,0.8,0,0,0,0,0,0,0,0.258,0.465,0.0903,1,0.292,0.233,0.292,0.292,0.263,0.263,0.19,0.19
0.333,0.0495,0.313,0.313,0,0,0.82,0.82,0.82,0,0,0,0,0,0,0.048,0.258,0.465,0.111,1,0.292,0.223,0.292,0.292,0.503,0.503,0.19,0.19
0.667,0.154,0.212,0.212,0,0,0.82,0.82,0.82,0,0,0,0,0,0,0.010,0.242,0.487,0.131,1,0.283,0.208,0.283,0.283,0.725,0.725,0.151,0.151
0.333,0.0495,0.221,0.221,0,0,0.8,0.8,0.8,0,0,0,0,0,0,0.098,0.258,0.465,0.147,1,0.292,0.223,0.292,0.292,0.761,0.761,0.119,0.119
0.333,0.145,0.23,0.23,0,0,0.8,0.8,0.8,0,0,0,0,0,0,0,0.248,0.491,0.163,1,0.292,0.233,0.292,0.292,0.725,0.725,0.111,0.111
0.333,0.141,0.221,0.221,0,0,0.84,0.84,0.84,0,0,0,0,0,0,0,0.245,0.495,0.172,1,0.283,0.213,0.283,0.283,0.719,0.719,0.111,0.111
0.333,0.14,0.258,0.258,0,0,0.84,0.84,0.84,0,0,0,0,0,0,0.010,0.258,0.495,0.194,1,0.283,0.193,0.283,0.283,0.539,0.539,0.111,0.111
0.333,0.14,0.285,0.285,0,0,0.84,0.84,0.84,0,0,0,0,0,0,0.019,0.267,0.491,0.205,1,0.283,0.249,0.283,0.283,0.449,0.449,0.19,0.19
1,0.321,0.294,0.294,0,0,0.82,0.82,0.82,0,0,0,0,0,0,0.010,0.294,0.567,0.23,1,0.292,0.299,0.292,0.292,0.365,0.365,0.46,0.46
0.667,0.233,0.359,0.359,0,0.216,0.88,0.88,0.88,0,0,0,0,0,0,0.057,0.325,0.549,0.287,1,0.398,0.558,0.398,0.398,0.222,0.222,0.998,1
0.667,0.242,0.488,0.488,0,0.249,0.96,0.96,0.96,0,0,0,0,0,0,0.114,0.411,0.582,0.352,1,0.504,0.817,0.504,0.504,0.138,0.138,0.967,0.968
0.667,0.268,0.58,0.58,0,0,1,1,1,0,0,0,0,0,0,0.057,0.472,0.591,0.474,1,0.584,0.583,0.584,0.584,0.0779,0.0779,0.539,0.54
0.667,0.324,0.616,0.616,0,0.964,0.96,0.96,0.96,0,0,0,0,0,0,0.019,0.497,0.566,0.664,1,0.672,0.355,0.672,0.672,0.0479,0.0479,0.483,0.484
1,0.59,0.653,0.653,0,0.663,0.94,0.94,0.94,0,0,0,0,0,0,0.048,0.653,0.579,0.82,1,0.716,0.223,0.716,0.716,0.024,0.024,0.404,0.405
1,0.72,0.635,0.635,0,0,0.92,0.92,0.92,0,0,0,0,0,0,0,0.635,0.555,0.777,1,0.761,0.0964,0.761,0.761,0.018,0.018,0.341,0.341
1,0.218,0.543,0.543,0,0,0.88,0.88,0.88,0,0,0,0,0,0,0,0.353,0.475,0.47,1,0.663,0.066,0.663,0.663,0.018,0.018,0.19,0.19
1,0.0495,0.46,0.46,0,0,0.82,0.82,0.82,0,0,0,0,0,0,0,0.258,0.465,0.203,1,0.575,0.0355,0.575,0.575,0.018,0.018,0.19,0.19
1,0.0495,0.368,0.368,0,0,0.8,0.8,0.8,0,0,0,0,0,0,0.019,0.258,0.465,0.0993,1,0.389,0.0203,0.389,0.389,0.018,0.018,0.19,0.19
1,0.0495,0.34,0.34,0,0,0.78,0.78,0.78,0,0,0,0,0,0,0,0.258,0.465,0.0497,1,0.203,0.00507,0.203,0.203,0.018,0.018,0.23,0.23
1,0.0495,0.34,0.34,0,0,0.76,0.76,0.76,0,0,0,0,0,0,0,0.258,0.465,0.0271,1,0.168,0.00507,0.168,0.168,0.018,0.018,0.19,0.19
1,0.0495,0.331,0.331,0,0,0.74,0.74,0.74,0,0,0,0,0,0,0,0.258,0.465,0.0181,1,0.133,0.0101,0.133,0.133,0.024,0.024,0.23,0.23
1,0.0499,0.304,0.304,0,0.299,0.72,0.72,0.72,0,0,0,0,0,0,0,0.273,0.442,0.0248,1,0.141,0.0355,0.141,0.141,0.0479,0.0479,0.372,0.373
1,0.103,0.331,0.331,0,0.166,0.72,0.72,0.72,0,0,0,0,0,0,0,0.307,0.426,0.0316,1,0.159,0.0609,0.159,0.159,0.0898,0.0898,0.531,0.532
1,0.22,0.396,0.396,0,0,0.76,0.76,0.76,0,0,0,0,0,0,0,0.35,0.459,0.0542,1,0.23,0.147,0.23,0.23,0.156,0.156,0.452,0.452
0.667,0.162,0.432,0.432,0,0.798,0.8,0.8,0.8,0,0,0,0,0,0,0,0.316,0.483,0.0971,1,0.292,0.233,0.292,0.292,0.263,0.263,0.19,0.19
1,0.16,0.313,0.313,0,0.366,0.82,0.82,0.82,0,0,0,0,0,0,0.010,0.276,0.487,0.16,1,0.292,0.223,0.292,0.292,0.503,0.503,0.19,0.19
0.667,0.154,0.212,0.212,0,0,0.82,0.82,0.82,0,0,0,0,0,0,0.010,0.242,0.487,0.212,1,0.283,0.208,0.283,0.283,0.725,0.725,0.151,0.151
0.667,0.25,0.221,0.221,0,0,0.8,0.8,0.8,0,0,0,0,0,0,0.081,0.233,0.508,0.253,1,0.292,0.223,0.292,0.292,0.761,0.761,0.119,0.119
0.333,0.145,0.23,0.23,0,0,0.8,0.8,0.8,0,0,0,0,0,0,0.362,0.248,0.491,0.278,1,0.292,0.233,0.292,0.292,0.725,0.725,0.111,0.111
0.333,0.141,0.221,0.221,0,0,0.84,0.84,0.84,0,0,0,0,0,0,0.333,0.245,0.495,0.298,1,0.283,0.213,0.283,0.283,0.719,0.719,0.111,0.111
0.333,0.14,0.258,0.258,0,0,0.84,0.84,0.84,0,0,0,0,0,0,0.195,0.258,0.495,0.352,1,0.283,0.193,0.283,0.283,0.539,0.539,0.111,0.111
0.333,0.14,0.285,0.285,0,0,0.84,0.84,0.84,0.287,0.500,0,0,0,0,0.215,0.267,0.491,0.402,1,0.283,0.249,0.283,0.283,0.449,0.449,0.19,0.19
0.333,0.14,0.294,0.294,0,0,0.82,0.82,0.82,0.713,0.184,0,0,0,0,0.038,0.27,0.499,0.443,1,0.292,0.299,0.292,0.292,0.365,0.365,0.46,0.46
0.333,0.141,0.359,0.359,0,0.233,0.88,0.88,0.88,0.450,0,0,0,0,0,0,0.291,0.507,0.465,1,0.398,0.558,0.398,0.398,0.222,0.222,0.998,1
0.667,0.242,0.488,0.488,0,0,0.96,0.96,0.96,0.378,0.684,0,0,0,0,0,0.411,0.582,0.481,1,0.504,0.817,0.504,0.504,0.138,0.138,0.967,0.968
1,0.377,0.58,0.58,0,0,1,1,1,0,0,0,0,0,0,0.010,0.58,0.653,0.567,1,0.584,0.583,0.584,0.584,0.0779,0.0779,0.539,0.54
0.667,0.324,0.616,0.616,0,0,0.96,0.96,0.96,0.488,0.684,0,0,0,0,0,0.497,0.566,0.745,1,0.672,0.355,0.672,0.672,0.0479,0.0479,0.483,0.484
0.667,0.41,0.653,0.653,0,0,0.94,0.94,0.94,0,0,0,0,0,0,0.010,0.521,0.541,0.876,1,0.716,0.223,0.716,0.716,0.024,0.024,0.404,0.405
1,0.72,0.635,0.635,0,0,0.92,0.92,0.92,0,0,0,0,0,0,0.038,0.635,0.555,0.808,1,0.761,0.0964,0.761,0.761,0.018,0.018,0.341,0.341
1,0.554,0.543,0.543,0,0,0.88,0.88,0.88,0,0,0,0,0,0,0.029,0.543,0.493,0.51,1,0.663,0.066,0.663,0.663,0.018,0.018,0.19,0.19
1,0.249,0.46,0.46,0,0,0.82,0.82,0.82,0,0,0,0,0,0,0,0.46,0.444,0.233,1,0.575,0.0355,0.575,0.575,0.018,0.018,0.19,0.19
1,0.0743,0.368,0.368,0,0,0.8,0.8,0.8,0,0,0,0,0,0,0,0.294,0.454,0.0993,1,0.389,0.0203,0.389,0.389,0.018,0.018,0.19,0.19
1,0.0495,0.34,0.34,0,0,0.78,0.78,0.78,0,0,0,0,0,0,0.010,0.258,0.465,0.0497,1,0.203,0.00507,0.203,0.203,0.018,0.018,0.23,0.23
1,0.0495,0.34,0.34,0,0,0.76,0.76,0.76,0,0,0,0,0,0,0,0.258,0.465,0.0271,1,0.168,0.00507,0.168,0.168,0.018,0.018,0.19,0.19
1,0.0495,0.331,0.331,0,0,0.74,0.74,0.74,0,0,0,0,0,0,0,0.258,0.465,0.0181,1,0.133,0.0101,0.133,0.133,0.024,0.024,0.23,0.23
1,0.0495,0.304,0.304,0,0,0.72,0.72,0.72,0,0,0,0,0,0,0,0.258,0.465,0.0248,1,0.141,0.0355,0.141,0.141,0.0479,0.0479,0.372,0.373
1,0.0495,0.331,0.331,0,0,0.72,0.72,0.72,0,0,0,0,0,0,0.276,0.258,0.465,0.0316,1,0.159,0.0609,0.159,0.159,0.0898,0.0898,0.531,0.532
1,0.22,0.396,0.396,0,0,0.76,0.76,0.76,0,0,0,0,0,0,0,0.35,0.459,0.0542,1,0.23,0.147,0.23,0.23,0.156,0.156,0.452,0.452
1,0.274,0.432,0.432,0,0,0.8,0.8,0.8,0,0,0,0,0,0,0,0.374,0.5,0.0971,1,0.292,0.233,0.292,0.292,0.263,0.263,0.19,0.19
1,0.27,0.313,0.313,0,0.798,0.82,0.82,0.82,0,0,0.192,0.745,0,0,0,0.294,0.508,0.16,1,0.292,0.223,0.292,0.292,0.503,0.503,0.19,0.19
1,0.362,0.212,0.212,0,0.601,0.82,0.82,0.82,0,0,0.762,0.255,0.683,0.683,0.019,0.212,0.53,0.212,1,0.283,0.208,0.283,0.283,0.725,0.725,0.151,0.151
1,0.351,0.221,0.221,0,0,0.8,0.8,0.8,0,0,0.281,0,0,0,0.048,0.221,0.53,0.253,1,0.292,0.223,0.292,0.292,0.761,0.761,0.119,0.119
1,0.335,0.23,0.23,0,0,0.8,0.8,0.8,0,0,0.575,0,0,0,0,0.23,0.542,0.278,1,0.292,0.233,0.292,0.292,0.725,0.725,0.111,0.111
1,0.324,0.221,0.221,0,0,0.84,0.84,0.84,0,0,0.492,0,0,0,0.048,0.221,0.555,0.298,1,0.283,0.213,0.283,0.283,0.719,0.719,0.111,0.111
1,0.32,0.258,0.258,0,0,0.84,0.84,0.84,0,0,0.648,0,0,0,0.010,0.258,0.555,0.352,1,0.283,0.193,0.283,0.283,0.539,0.539,0.111,0.111
1,0.32,0.285,0.285,0,0,0.84,0.84,0.84,0,0,0,0,0,0,0.083,0.285,0.542,0.402,1,0.283,0.249,0.283,0.283,0.449,0.449,0.19,0.19
0.667,0.23,0.294,0.294,0,0,0.82,0.82,0.82,0,0,0,0,0,0,0,0.282,0.533,0.443,1,0.292,0.299,0.292,0.292,0.365,0.365,0.46,0.46
0.667,0.233,0.359,0.359,0,0,0.88,0.88,0.88,0,0,0,0,0,0,0.029,0.325,0.549,0.465,1,0.398,0.558,0.398,0.398,0.222,0.222,0.998,1
1,0.338,0.488,0.488,0,0.798,0.96,0.96,0.96,0,0,0,0,0,0,0.029,0.488,0.641,0.481,1,0.504,0.817,0.504,0.504,0.138,0.138,0.967,0.968
1,0.377,0.58,0.58,0,1.000,1,1,1,0,0,0,0,0,0,0.057,0.58,0.653,0.567,1,0.584,0.583,0.584,0.584,0.0779,0.0779,0.539,0.54
1,0.461,0.616,0.616,0,1.000,0.96,0.96,0.96,0,0,0,0,0,0,0.010,0.616,0.616,0.745,1,0.672,0.355,0.672,0.672,0.0479,0.0479,0.483,0.484
1,0.59,0.653,0.653,0,0.249,0.94,0.94,0.94,0,0,0,0,0,0,0.019,0.653,0.579,0.876,1,0.716,0.223,0.716,0.716,0.024,0.024,0.404,0.405
