occupants,plug_loads_other,plug_loads_tv,ceiling_fan,lighting_interior,hot_water_dishwasher,dishwasher,hot_water_clothes_washer,clothes_washer,clothes_dryer,cooking_range,hot_water_showers,hot_water_showers_minutes,hot_water_fixtures,electric_vehicle
0.8,0.724,0.0987,0.168,0.315,0,0,0.277,0,0.667,1,0.038,2,0.246,1
0.777,0.718,0.108,0.178,0.302,0,0,0.339,0,0,0.233,0,0,0.0369,-0.0333
0.773,0.75,0.142,0.128,0.341,0,0,0,0,0,0,0.19,9,0.2,-0.0167
0.727,0.758,0.156,0.115,0.344,0,0,0,0,0,0,0.327,11,0.327,-0.333
0.477,0.692,0.118,0.22,0.24,0,0,0,0,0,0,0,0,0.0737,0
0.4,0.671,0.11,0.253,0.209,0,0,0,0,0,0,0,0,0.184,0
0.227,0.631,0.0751,0.326,0.144,0,0,0,0,0,0,0,0,0.0737,-0.183
0.397,0.702,0.143,0.254,0.237,0,0,0,0,0,0,0.336,16,0.518,-0.133
0.773,0.876,0.319,0.0954,0.505,0,0,0,0,0,0.25,0.0991,5,0.324,1
0.627,0.838,0.337,0.157,0.527,0.535,0.617,0,0,0,0,0,0,0.0369,-0.1
0.773,0.898,0.575,0.0954,0.759,0.298,0.967,0,0,0,0,0,0,0,-0.0833
0.8,0.884,0.758,0.0842,0.783,0,0,0,0,0,0,0,0,0.0737,1
0.8,0.811,0.722,0.115,0.616,0,0,0.241,0.867,0,0,0,0,0.0737,1
0.8,0.686,0.362,0.23,0.347,0,0,0,0.133,0.25,0,0,0,0,1
0.8,0.583,0.0608,0.389,0.0974,0,0,0,0,0,0,0,0,0,1
0.84,0.572,0.0208,0.404,0.054,0,0,0,0,0,0,0,0,0,1
0.8,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
0.923,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.576,0.0184,0.39,0.0513,0,0,0,0,0,0,0.114,6,0.149,1
0.827,0.57,0.0177,0.41,0.0511,0,0,0,0,0,0,0,0,0,-0.5
0.8,0.611,0.0332,0.317,0.127,0,0,0,0,0,0.25,0.162,8,0.144,0
0.777,0.649,0.0483,0.262,0.189,0,0,0,0,0,0,0,0,0.184,0
0.6,0.656,0.057,0.275,0.199,0,0,0,0,0,0,0.282,13,0.298,0
0.6,0.724,0.0987,0.168,0.315,0,0,0.116,0.117,0,0,0.421,20,0.5,0
0.65,0.737,0.12,0.147,0.334,0,0,0.628,0.633,0.25,0,0.386,10,0.33,-0.5
0.6,0.692,0.101,0.22,0.251,0,0,0.0557,0,0,0,0.143,7,0.169,1
0.6,0.671,0.0939,0.253,0.212,0,0,0,0,0,0,0,0,0.184,1
0.477,0.671,0.103,0.253,0.209,0,0,0,0,0,0,0,0,0.258,-0.383
0.4,0.671,0.11,0.253,0.209,0,0,0,0,0,0.617,0,0,0.332,0
0.55,0.725,0.159,0.189,0.277,0,0,0,0,0,0.65,0,0,0.147,0
0.4,0.666,0.108,0.295,0.187,0,0,0,0,0,0.117,0,0,0.184,0
0.697,0.848,0.293,0.128,0.468,0,0,0.262,0.25,0.25,1,0,0,0.258,-0.367
0.8,0.913,0.428,0.0842,0.663,0,0,0.187,0,0,1,0,0,0.0737,1
0.8,0.909,0.591,0.0842,0.781,0.479,0.617,0,0,0,1,0,0,0.0369,1
0.8,0.884,0.758,0.0842,0.783,0.707,1,0,0,0,1,0,0,0,1
0.8,0.833,0.791,0.0842,0.667,0.241,0.217,0,0,0,1,0,0,0,1
0.8,0.656,0.283,0.282,0.27,0.513,0.617,0,0,0,0.267,0,0,0,1
0.973,0.615,0.118,0.316,0.153,0.63,0.967,0,0,0,0,0.186,9,0.16,1
0.96,0.591,0.0426,0.354,0.073,0.578,0,0,0,0,0,0,0,0,1
1,0.595,0.0281,0.337,0.0599,0.634,0,0,0,0,0,0,0,0.0369,1
1,0.595,0.0209,0.337,0.0529,0,0,0,0,0,0,0,0,0.0369,1
1,0.595,0.0183,0.337,0.0509,0,0,0,0,0,0,0,0,0.147,1
1,0.577,0.0176,0.389,0.0509,0,0,0,0,0,0,0,0,0.0369,1
0.877,0.584,0.0215,0.369,0.0636,0,0,0,0,0,0,0.144,7,0.133,-0.617
0.8,0.608,0.0308,0.317,0.112,0,0,0,0,0,0,0.477,16,0.39,-0.583
0.8,0.723,0.0766,0.126,0.313,0,0,0,0,0,0.767,0.367,17,0.28,0
0.8,0.72,0.0836,0.168,0.304,0,0,0,0,0,0,0.112,6,0.111,0
0.8,0.724,0.0987,0.168,0.315,0,0,0,0,0,0,0.306,15,0.35,0
0.677,0.692,0.0915,0.22,0.259,0,0,0,0,0,0,0.214,10,0.327,0
0.6,0.671,0.0882,0.253,0.218,0,0,0,0,0,0,0,0,0.111,0
0.55,0.658,0.0842,0.274,0.192,0,0,0,0,0,0,0,0,0.147,0
0.6,0.671,0.103,0.253,0.209,0,0,0,0,0,0,0,0,0.147,0
0.527,0.652,0.0929,0.284,0.18,0,0,0,0,0,0,0,0,0.147,0
0.4,0.646,0.0884,0.306,0.164,0.268,0.367,0,0,0,0,0,0,0.111,0
0.573,0.762,0.197,0.18,0.318,0.488,1,0,0,0,0,0,0,0.147,0
0.6,0.805,0.251,0.168,0.402,0,0.217,0,0,0,0.25,0,0,0.0369,-0.8
0.7,0.871,0.383,0.126,0.595,0.305,0.367,0,0,0,0,0,0,0.147,-0.383
0.773,0.898,0.575,0.0954,0.759,0.643,1,0,0,0,0,0.138,7,0.313,1
0.8,0.875,0.735,0.094,0.762,0.835,0.217,0,0,0,0,0,0,0.221,1
0.8,0.752,0.554,0.188,0.481,0,0,0,0,0,0,0,0,0,1
0.8,0.617,0.16,0.337,0.179,0,0,0,0,0,0,0,0,0,1
0.8,0.603,0.0897,0.337,0.123,0,0,0,0,0,0,0,0,0,1
0.84,0.584,0.0448,0.337,0.0761,0.111,0,0,0,0,0,0,0,0.0369,1
0.883,0.565,0.0278,0.337,0.062,0,0,0,0,0,0,0,0,0,1
1,0.565,0.0204,0.372,0.0539,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
0.917,0.565,0.0181,0.386,0.0513,0,0,0,0,0,0,0,0,0.147,1
0.8,0.564,0.0236,0.26,0.0684,0,0,0,0,0,0,0.267,13,0.214,1
0.8,0.569,0.032,0.253,0.124,0,0,0,0,0,0.233,0.503,14,0.629,1
0.8,0.585,0.0425,0.253,0.187,0,0,0,0,0,0,0.355,9,0.31,1
0.8,0.609,0.0644,0.196,0.266,0,0,0,0,0,0,0.266,13,0.213,1
0.667,0.608,0.0674,0.225,0.245,0,0,0.5,0.233,0.25,0,0,0,0.0369,-0.633
0.6,0.602,0.0686,0.253,0.216,0.686,0.917,0.514,0,0,0,0,0,0.147,0
0.567,0.606,0.0821,0.232,0.23,0.928,0.867,0,0,0,0,0,0,0.258,0
0.267,0.59,0.0594,0.309,0.153,0.156,0,0,0,0,0,0,0,0,0
0.2,0.584,0.0522,0.337,0.125,0,0,0,0,0,0,0,0,0.147,0
0.2,0.584,0.0559,0.337,0.125,0,0,0,0,0,0,0,0,0.111,0
0.2,0.586,0.0595,0.337,0.126,0,0,0,0,0,0,0,0,0.221,-0.533
0.567,0.646,0.16,0.182,0.279,0,0,0,0,0,0.233,0,0,0.0737,-0.0833
0.6,0.678,0.206,0.168,0.333,0,0,0,0,0,0,0,0,0.184,1
0.6,0.698,0.263,0.168,0.414,0.583,0.667,0,0,0,0,0,0,0.0369,1
0.6,0.7,0.358,0.168,0.516,0.528,1,0,0,0,0,0,0,0,1
0.783,0.723,0.608,0.0912,0.744,0.129,0.367,0,0,0,0,0,0,0.147,1
0.8,0.682,0.614,0.119,0.668,0,0,0,0,0,0,0.0854,4,0.0935,1
0.8,0.606,0.298,0.246,0.323,0,0,0,0,0,0,0,0,0.147,1
0.8,0.58,0.146,0.288,0.176,0,0,0,0,0,0,0,0,0.0369,1
0.8,0.566,0.0207,0.414,0.0544,0,0,0,0,0,0,0,0,0,1
0.8,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
0.8,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
0.8,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
0.883,0.565,0.0181,0.386,0.0513,0,0,0,0,0,0,0,0,0.295,1
1,0.565,0.0205,0.337,0.0597,0,0,0,0,0,0,0,0,0.147,1
1,0.57,0.029,0.302,0.113,0,0,0,0,0,0,0.164,8,0.182,1
1,0.593,0.0542,0.175,0.25,0,0,0,0,0,0.233,0.175,9,0.3,1
0.683,0.61,0.0657,0.189,0.273,0,0,0,0,0,0,0,0,0.184,1
0.467,0.608,0.0674,0.225,0.245,0,0,0,0,0,0,0.146,7,0.171,-0.667
0.4,0.602,0.0686,0.253,0.216,0,0,0,0,0,0,0.168,8,0.111,0
0.317,0.594,0.0624,0.288,0.178,0,0,0,0,0,0,0,0,0,0
0.2,0.584,0.0491,0.337,0.127,0,0,0,0,0,0.233,0,0,0.0369,0
0.2,0.584,0.0522,0.337,0.125,0.415,0.917,0,0,0,0,0,0,0.0737,0
0.2,0.579,0.0466,0.358,0.107,0,0.867,0,0,0,0,0.145,7,0.281,0
0.2,0.586,0.0595,0.337,0.126,0,0,0,0,0,0,0.244,12,0.531,-0.0833
0.55,0.648,0.162,0.189,0.276,0,0,0.723,0.483,0.433,0,0.203,10,0.54,-0.583
0.767,0.708,0.257,0.0982,0.41,0,0,0.537,0,1,0,0.24,12,0.307,1
0.6,0.698,0.263,0.168,0.414,0,0,0,0,0.9,0.233,0.147,7,0.356,1
0.6,0.7,0.358,0.168,0.516,0,0,0,0,0,0,0.296,15,0.528,1
0.6,0.687,0.469,0.168,0.582,0,0,0,0,0,0,0.105,5,0.0698,1
0.55,0.654,0.475,0.189,0.523,0,0,0,0,0,0,0.0781,4,0.358,1
0.6,0.616,0.362,0.218,0.386,0,0,0,0,0,0,0.276,13,0.183,1
0.783,0.577,0.114,0.316,0.145,0,0,0,0,0,0,0.0966,5,0.0641,1
0.717,0.567,0.0414,0.372,0.0749,0,0,0,0,0,0,0.213,10,0.141,1
1,0.565,0.029,0.337,0.0586,0,0,0,0,0,0,0.206,10,0.174,1
1,0.565,0.0228,0.337,0.0522,0,0,0,0,0,0,0.199,10,0.206,1
1,0.565,0.0202,0.337,0.0509,0,0,0,0,0,0,0.0572,3,0.0748,1
1,0.566,0.0198,0.4,0.0509,0,0,0,0,0,0,0,0,0.0737,1
1,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.588,0.0447,0.295,0.169,0,0,0,0,0,0,0.305,15,0.239,1
0.85,0.6,0.073,0.253,0.215,0,0,0,0,0,0,0.431,21,0.507,1
0.8,0.602,0.0962,0.253,0.218,0,0,0,0,0,0,0.038,2,0.136,1
0.65,0.588,0.0774,0.316,0.154,0,0,0,0,0,0,0,0,0.147,1
0.45,0.602,0.127,0.253,0.208,0,0,0,0,0,0,0.168,8,0.112,1
0.25,0.588,0.0915,0.316,0.146,0,0,0,0,0,0,0.133,7,0.162,1
0.5,0.611,0.19,0.211,0.236,0.718,0.75,0.0573,0.25,0,0,0.203,10,0.43,1
0.6,0.611,0.217,0.211,0.236,0.158,0.783,0.263,0.733,0.25,0.75,0,0,0.221,1
0.8,0.634,0.282,0.168,0.279,0,0,0.486,0,0,0.217,0,0,0.0737,1
0.8,0.659,0.299,0.168,0.3,0,0,0.687,0,0,0.233,0,0,0.221,1
0.75,0.709,0.359,0.126,0.408,0.456,0.5,0.941,0,0,0,0.207,10,0.248,1
0.6,0.702,0.354,0.168,0.449,0.596,1,0.415,0,0,0,0,0,0.147,1
0.8,0.741,0.596,0.0842,0.714,0.774,0.0333,0.503,0,0,0,0,0,0,1
0.9,0.719,0.717,0.0842,0.768,0.609,0,0.336,0,0,0,0,0,0.0737,1
1,0.675,0.702,0.0842,0.7,0.287,0,0.58,0,0,0,0,0,0,1
1,0.616,0.421,0.147,0.415,0.671,0.75,0.121,0,0,0,0.153,8,0.102,1
1,0.576,0.162,0.211,0.179,0.481,1,0,0,0,0,0.213,10,0.142,1
0.917,0.567,0.0496,0.344,0.0778,0.668,0.0333,0,0,0,0,0.0433,2,0.0288,1
1,0.565,0.029,0.337,0.0586,0,0,0,0,0,0,0.126,6,0.231,1
1,0.566,0.0215,0.4,0.0522,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
0.85,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
0.8,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
0.9,0.567,0.0217,0.4,0.066,0,0,0,0,0,0,0,0,0.236,1
1,0.589,0.0466,0.274,0.184,0,0,0,0,0,0,0.224,11,0.222,1
1,0.614,0.0954,0.189,0.277,0,0,0,0,0,0,0.297,15,0.548,1
1,0.62,0.134,0.168,0.301,0,0,0,0,0,0,0.603,18,0.749,1
0.75,0.597,0.1,0.274,0.195,0,0,0,0,0,0,0.289,14,0.192,1
0.45,0.57,0.0322,0.4,0.0712,0,0,0,0,0,0,0,0,0,1
0.6,0.593,0.108,0.295,0.163,0,0,0.195,0.5,0,0.233,0.313,15,0.318,1
0.6,0.611,0.19,0.211,0.236,0,0,0.449,0.483,0.517,0,0.244,12,0.383,1
0.4,0.602,0.177,0.253,0.199,0,0,0.814,0,0,0,0.276,13,0.331,1
0.55,0.611,0.195,0.253,0.203,0,0,0.426,0,0,0,0,0,0.295,1
0.4,0.597,0.113,0.337,0.134,0,0,0,0,0,0,0,0,0.221,-0.583
0.2,0.606,0.117,0.337,0.152,0,0,0,0,0,0,0,0,0.0737,0
0.15,0.6,0.102,0.358,0.148,0,0,0,0,0,0,0,0,0.0737,0
0.35,0.642,0.279,0.274,0.347,0,0,0,0,0,0,0,0,0.147,0
0.4,0.642,0.368,0.253,0.409,0,0,0,0,0,0,0,0,0,0
0.7,0.657,0.611,0.126,0.609,0,0,0,0,0,0,0,0,0.111,-0.0667
0.9,0.631,0.55,0.0421,0.531,0,0,0.272,0.233,0.25,0,0,0,0.147,-0.5
1,0.589,0.308,0.0211,0.311,0,0,0.658,0,0,0,0,0,0.0369,1
1,0.567,0.0933,0.168,0.123,0.147,0,0.464,0,0,0,0,0,0,1
1,0.563,0.0569,0.119,0.0929,0,0,0.641,0,0,0,0,0,0.369,1
1,0.564,0.0257,0.225,0.0586,0,0,0.452,0,0,0,0,0,0,1
1,0.565,0.0179,0.33,0.0509,0,0,0.58,0,0,0,0,0,0.184,1
1,0.565,0.0173,0.372,0.0509,0,0,0.237,0,0,0,0,0,0.0737,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
0.967,0.569,0.0269,0.323,0.101,0,0,0,0,0,0,0,0,0.258,1
0.717,0.578,0.0351,0.295,0.149,0,0,0,0,0,0.233,0,0,0.0737,1
0.6,0.589,0.0431,0.302,0.166,0,0,0,0,0,0,0,0,0.0369,1
0.6,0.618,0.0808,0.175,0.294,0,0,0,0,0,0,0.136,7,0.238,1
0.6,0.62,0.0942,0.168,0.299,0.355,0.917,0,0,0,0,0.161,8,0.143,1
0.6,0.62,0.104,0.168,0.29,0,0.617,0,0,0,0,0.385,18,0.293,1
0.567,0.617,0.106,0.182,0.268,0,0,0,0,0,0,0.241,12,0.233,-0.417
0.4,0.602,0.087,0.253,0.2,0,0,0,0,0,0,0,0,0.332,-0.133
0.4,0.602,0.0945,0.253,0.199,0,0,0.3,0.417,0,0,0,0,0.0737,0
0.667,0.636,0.159,0.14,0.303,0,0,0.339,0.0667,0.517,0,0,0,0.147,0
0.8,0.678,0.218,0.0842,0.372,0,0,0.737,0,0,0,0.113,6,0.0752,0
0.8,0.716,0.269,0.0842,0.427,0,0,0.839,0,0,0.233,0.287,14,0.375,0
0.617,0.702,0.268,0.161,0.423,0,0,0.316,0,0,0,0.11,6,0.363,-0.55
0.6,0.7,0.358,0.168,0.516,0,0,0.539,0,0,0,0,0,0.295,1
0.6,0.687,0.469,0.168,0.582,0,0,0.234,0,0,0,0.113,6,0.149,1
0.633,0.664,0.542,0.154,0.588,0.698,0.667,0,0,0,0,0,0,0,1
0.8,0.635,0.496,0.133,0.515,0.533,0.867,0,0,0,0,0,0,0,1
0.8,0.575,0.0977,0.33,0.13,0,0,0,0,0,0,0,0,0,1
0.833,0.566,0.0207,0.414,0.0544,0,0,0,0,0,0,0,0,0,1
1,0.565,0.0195,0.386,0.0531,0,0,0,0,0,0,0,0,0,1
1,0.565,0.0207,0.337,0.0539,0,0,0,0,0,0,0,0,0.184,1
1,0.565,0.0178,0.337,0.0509,0,0,0,0,0,0,0,0,0.0737,1
1,0.565,0.0173,0.372,0.0509,0,0,0,0,0,0,0,0,0.0369,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
0.917,0.568,0.0243,0.344,0.0859,0,0,0,0,0,0,0.0879,5,0.0952,-0.417
0.8,0.581,0.0364,0.302,0.152,0,0,0,0,0,0,0.558,26,0.481,-0.6
0.717,0.591,0.0439,0.288,0.177,0,0,0,0,0,0,0,0,0.221,0
0.6,0.591,0.0492,0.302,0.169,0,0,0,0,0,0,0.0923,5,0.43,0
0.55,0.597,0.0617,0.274,0.196,0,0,0.116,0.167,0,0,0,0,0.111,0
0.6,0.609,0.0881,0.218,0.242,0,0,0.714,0.0667,0.517,0,0,0,0.0369,0
0.333,0.596,0.0697,0.281,0.179,0,0,0.461,0,0,0,0,0,0.184,0
0.283,0.591,0.0678,0.302,0.156,0,0,0.531,0,0,0.233,0,0,0.0737,0
0.483,0.602,0.0945,0.253,0.199,0,0,0.251,0,0,0,0,0,0.184,0
0.6,0.617,0.121,0.218,0.234,0,0,0.539,0,0,0,0,0,0,0
0.783,0.664,0.192,0.133,0.327,0,0,0.659,0,0,0,0,0,0.258,-0.417
0.833,0.725,0.284,0.0702,0.45,0,0,0.89,0,0,0,0.153,8,0.249,-0.583
0.817,0.746,0.35,0.0772,0.544,0.398,0.417,0.748,0,0,0,0,0,0.295,1
0.8,0.745,0.471,0.0842,0.671,0.773,1,0.517,0,0,0,0,0,0.147,1
0.8,0.727,0.62,0.0842,0.758,0.661,0.117,0.33,0,0,0,0,0,0,1
0.8,0.663,0.53,0.161,0.577,0.684,0,0,0,0,0,0,0,0,1
0.8,0.618,0.378,0.204,0.401,0.639,0,0,0,0,0,0,0,0,1
0.8,0.574,0.0911,0.344,0.123,0.375,0,0,0,0,0,0,0,0,1
0.8,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
0.883,0.566,0.0187,0.4,0.0522,0,0,0,0,0,0,0.253,12,0.168,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.565,0.0181,0.386,0.0513,0,0,0,0,0,0,0,0,0,1
1,0.565,0.021,0.316,0.0599,0,0,0,0,0,0.483,0,0,0.111,1
0.783,0.568,0.0247,0.337,0.0876,0,0,0,0,0,0,0,0,0.0737,1
0.6,0.588,0.0429,0.267,0.185,0,0,0,0,0,0,0.348,9,0.378,1
0.55,0.61,0.0657,0.189,0.273,0,0,0,0,0,0.233,0.461,14,0.38,1
0.517,0.612,0.0724,0.204,0.266,0,0,0,0,0,0,0.152,7,0.211,-0.417
0.4,0.602,0.0686,0.253,0.216,0.912,0.917,0.159,0.417,0,0,0,0,0.0369,-0.45
0.4,0.602,0.0753,0.253,0.21,0.102,0.617,0.286,0.317,0.25,0,0,0,0.258,0
0.4,0.602,0.0808,0.253,0.204,0,0,0,0,0,0.233,0,0,0.0737,0
0.317,0.594,0.0713,0.288,0.169,0.203,0.167,0,0,0,0,0,0,0.111,0
0.283,0.591,0.0726,0.302,0.156,0.671,1,0,0,0,0,0,0,0.406,0
0.4,0.607,0.102,0.253,0.202,0.765,0.367,0,0,0,0,0,0,0.184,0
0.267,0.602,0.0826,0.309,0.157,0.625,0,0,0,0,0.167,0,0,0.184,0
0.283,0.621,0.11,0.302,0.189,0.14,0,0.161,0.167,0,0.317,0,0,0.111,-0.0167
0.433,0.662,0.197,0.239,0.317,0,0,0.522,0.0667,0.933,0,0,0,0.295,-0.833
0.783,0.741,0.463,0.0912,0.659,0,0,0.881,0,0.1,0,0.262,13,0.174,1
0.667,0.701,0.515,0.14,0.64,0,0,0.498,0,0,0,0.29,14,0.303,1
0.6,0.66,0.515,0.168,0.562,0,0,0.551,0,0,0,0,0,0,1
0.767,0.614,0.354,0.211,0.378,0,0,0.0263,0,0,0,0.109,6,0.0725,1
1,0.578,0.13,0.302,0.161,0,0,0,0,0,0,0.261,13,0.247,1
1,0.566,0.0207,0.414,0.0544,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.568,0.0217,0.386,0.076,0,0,0,0,0,0,0.13,6,0.0864,1
1,0.575,0.0299,0.337,0.119,0,0,0,0,0,0,0.209,11,0.471,1
0.817,0.589,0.0431,0.302,0.166,0,0,0,0,0,0,0.133,7,0.346,1
0.667,0.597,0.0558,0.274,0.197,0,0,0,0,0,0.233,0,0,0.0369,1
0.6,0.602,0.0686,0.253,0.216,0,0,0,0,0,0,0,0,0.0737,1
0.6,0.602,0.0753,0.253,0.21,0,0,0,0,0,0,0,0,0.221,1
0.6,0.602,0.0808,0.253,0.204,0,0,0,0,0,0,0,0,0.0737,1
0.6,0.602,0.087,0.253,0.2,0,0,0,0,0,0,0,0,0.221,1
0.567,0.599,0.0879,0.267,0.187,0,0,0,0,0,0,0,0,0.184,1
0.4,0.586,0.0595,0.337,0.126,0,0,0,0,0,0,0,0,0.147,1
0.483,0.608,0.0914,0.302,0.167,0,0,0,0,0,0,0,0,0.406,1
0.6,0.641,0.143,0.253,0.239,0,0,0,0,0,0,0,0,0.184,1
0.683,0.693,0.261,0.182,0.411,0,0,0,0,0,0.167,0.203,10,0.282,1
0.8,0.745,0.471,0.0842,0.671,0.629,0.917,0,0,0,0.0667,0,0,0.0737,1
0.8,0.727,0.62,0.0842,0.758,0.509,0.617,0.54,0.233,0.25,0.233,0.171,9,0.114,1
0.8,0.692,0.681,0.0842,0.733,0,0,0.382,0,0,0,0.211,10,0.251,1
0.8,0.637,0.512,0.119,0.531,0,0,0,0,0,0,0.185,9,0.123,1
0.717,0.584,0.178,0.26,0.207,0,0,0,0,0,0,0.129,6,0.159,-0.117
0.633,0.567,0.0428,0.358,0.0774,0,0,0,0,0,0,0,0,0,-0.1
0.8,0.565,0.0278,0.337,0.062,0,0,0,0,0,0,0,0,0.147,1
0.8,0.565,0.0207,0.337,0.0539,0,0,0,0,0,0,0,0,0,1
0.8,0.565,0.0179,0.372,0.0509,0,0,0,0,0,0,0,0,0.111,1
0.883,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.57,0.0273,0.33,0.106,0,0,0,0,0,0.233,0,0,0,1
1,0.591,0.049,0.218,0.22,0,0,0,0,0,0,0,0,0.221,1
1,0.629,0.0857,0.0912,0.366,0.767,0.917,0,0,0,0,0.286,14,0.522,1
0.917,0.63,0.0941,0.119,0.349,0.228,0.783,0,0,0,0,0.165,5,0.183,1
0.8,0.636,0.118,0.0912,0.374,0.571,1,0.384,0.667,0,0,0.453,22,0.411,1
0.533,0.614,0.0936,0.196,0.264,0.68,0.367,0.466,0.0667,0.25,0,0,0,0.147,-0.517
0.4,0.602,0.0808,0.253,0.204,0.912,0,0.469,0,0,0,0.145,7,0.207,0
0.3,0.593,0.0694,0.295,0.163,0,0,0.223,0,0,0,0,0,0.332,0
0.4,0.602,0.0945,0.253,0.199,0,0,0,0,0,0,0,0,0.184,0
0.217,0.588,0.0629,0.33,0.132,0,0,0,0,0,0,0,0,0.258,0
0.367,0.601,0.0783,0.33,0.143,0.364,0.417,0,0,0,0,0,0,0.0369,-0.5
0.6,0.678,0.206,0.168,0.333,0.25,1,0,0,0,0.667,0,0,0.0737,1
0.6,0.698,0.263,0.168,0.414,0,0.117,0,0,0,0.3,0,0,0.221,1
0.733,0.729,0.439,0.112,0.624,0,0,0,0,0,0,0,0,0.0737,1
0.767,0.721,0.591,0.0982,0.728,0,0,0,0,0,0,0,0,0,-0.0333
0.783,0.679,0.6,0.126,0.653,0,0,0,0,0,0.233,0.105,5,0.107,-0.0167
0.8,0.623,0.418,0.168,0.44,0,0,0,0,0,0,0.121,6,0.0802,1
0.883,0.582,0.163,0.26,0.194,0,0,0,0,0,0,0,0,0,1
1,0.567,0.0485,0.337,0.0813,0,0,0,0,0,0,0,0,0,1
1,0.565,0.029,0.337,0.0586,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0215,0.4,0.0522,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
0.85,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
0.8,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
0.8,0.57,0.0255,0.358,0.0961,0,0,0,0,0,0.483,0,0,0.184,1
0.65,0.582,0.0383,0.316,0.145,0,0,0,0,0,0.233,0,0,0.0737,1
0.6,0.6,0.073,0.253,0.215,0,0,0,0,0,0,0,0,0.184,1
0.4,0.593,0.0785,0.295,0.176,0,0,0,0,0,0,0.187,9,0.198,1
0.3,0.593,0.0898,0.295,0.174,0,0,0,0,0,0.233,0.115,6,0.113,1
0.4,0.602,0.127,0.253,0.208,0,0,0,0,0,0,0,0,0.221,1
0.45,0.606,0.151,0.232,0.22,0,0,0,0,0,0,0.29,14,0.598,1
0.6,0.62,0.223,0.168,0.273,0,0,0,0,0,0,0.173,8,0.336,1
0.45,0.606,0.194,0.232,0.218,0,0,0,0,0,0,0.506,24,0.874,1
0.4,0.611,0.195,0.253,0.203,0,0,0,0,0,0,0,0,0.0737,1
0.4,0.628,0.206,0.253,0.217,0,0,0,0,0,0,0,0,0.147,1
0.4,0.647,0.214,0.253,0.253,0,0,0,0,0,0.25,0,0,0.0737,-0.167
0.4,0.656,0.242,0.253,0.316,0,0,0,0,0,0.467,0,0,0.0369,-0.15
0.8,0.697,0.452,0.168,0.549,0,0,0,0,0,0,0,0,0.0737,1
0.8,0.68,0.543,0.168,0.588,0,0,0,0,0,0,0,0,0.111,1
1,0.675,0.702,0.0842,0.7,0,0,0,0,0,0,0,0,0,1
1,0.622,0.472,0.105,0.462,0,0,0,0,0,0,0.0988,5,0.0656,1
1,0.578,0.166,0.232,0.182,0,0,0,0,0,0,0.241,12,0.16,1
1,0.566,0.0255,0.393,0.056,0,0,0,0,0,0,0,0,0.0369,1
1,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
0.95,0.565,0.0212,0.379,0.0608,0,0,0,0,0,0,0.303,15,0.201,1
