occupants,plug_loads_other,plug_loads_tv,ceiling_fan,lighting_interior,hot_water_dishwasher,dishwasher,hot_water_clothes_washer,clothes_washer,clothes_dryer,cooking_range,hot_water_showers,hot_water_showers_minutes,hot_water_fixtures,electric_vehicle
0.9,0.569,0.0236,0.379,0.081,0,0,0,0,0,0.233,0.0411,2,0.175,1
1,0.578,0.0341,0.337,0.125,0,0,0,0,0,0,0,0,0.184,1
0.95,0.61,0.0913,0.211,0.257,0,0,0,0,0,0.75,0.139,7,0.461,1
0.8,0.62,0.134,0.168,0.301,0,0,0,0,0,1,0.316,15,0.544,1
0.75,0.615,0.15,0.189,0.276,0,0,0,0,0,0.2,0.165,8,0.294,1
0.6,0.602,0.127,0.253,0.208,0,0,0.486,0.233,0.25,0,0,0,0.0369,1
0.6,0.615,0.18,0.189,0.258,0,0,0.375,0,0,0,0.194,9,0.165,1
0.45,0.606,0.17,0.232,0.218,0,0,0,0,0,0.75,0.317,15,0.432,1
0.4,0.602,0.177,0.253,0.199,0,0,0,0,0,0.217,0.0716,4,0.121,1
0.4,0.611,0.195,0.253,0.203,0,0,0,0,0,0,0.196,10,0.495,1
0.65,0.668,0.323,0.147,0.322,0,0,0,0,0,0,0,0,0.111,1
0.7,0.709,0.359,0.126,0.408,0,0,0,0,0,0,0,0,0.0737,1
0.65,0.713,0.383,0.147,0.484,0,0,0.0495,0.25,0,0,0,0,0.332,1
0.8,0.741,0.596,0.0842,0.714,0,0,0.574,0.733,0.267,0,0,0,0.111,1
0.8,0.719,0.717,0.0842,0.768,0,0,0.223,0,1,0,0,0,0,1
0.8,0.675,0.702,0.0842,0.7,0,0,0.687,0,0.0333,0,0,0,0,1
0.85,0.619,0.447,0.126,0.439,0,0,0.102,0,0,0,0.178,10,0.229,1
1,0.583,0.237,0.126,0.246,0,0,0,0,0,0,0.182,9,0.418,1
1,0.567,0.0681,0.267,0.0983,0,0,0,0,0,0,0,0,0,1
1,0.564,0.0382,0.253,0.073,0,0,0,0,0,0,0,0,0,1
1,0.565,0.0237,0.288,0.0569,0,0,0,0,0,0,0,0,0.0369,1
1,0.565,0.0179,0.372,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.565,0.0181,0.386,0.0513,0,0,0,0,0,0,0,0,0.0737,1
0.867,0.566,0.018,0.393,0.0512,0,0,0,0,0,0,0,0,0.0737,1
0.717,0.568,0.0243,0.344,0.0859,0,0,0,0,0,0,0,0,0,1
0.6,0.59,0.0481,0.225,0.215,0.427,0.417,0,0,0,0.917,0,0,0,1
0.467,0.603,0.0574,0.225,0.238,0.07,1,0,0,0,0.05,0.141,7,0.453,-0.667
0.4,0.602,0.0608,0.253,0.217,0,0.117,0,0,0,0,0.121,6,0.117,-0.167
0.4,0.602,0.0686,0.253,0.216,0,0,0,0,0,0,0,0,0.184,0
0.4,0.602,0.0753,0.253,0.21,0,0,0,0,0,0,0,0,0.0369,0
0.4,0.602,0.0808,0.253,0.204,0,0,0,0,0,0,0,0,0.0737,0
0.4,0.602,0.087,0.253,0.2,0,0,0,0,0,0,0.311,15,0.244,0
0.4,0.602,0.0945,0.253,0.199,0,0,0,0,0,0,0.284,14,0.483,0
0.4,0.607,0.102,0.253,0.202,0,0,0,0,0,0.233,0,0,0.221,0
0.4,0.622,0.118,0.253,0.211,0.713,0.917,0,0,0,0,0,0,0.184,-0.5
0.533,0.667,0.187,0.196,0.305,0,0.35,0,0,0,0,0,0,0.0369,-0.333
0.633,0.706,0.279,0.154,0.438,0,0,0,0,0,0,0,0,0.221,1
0.8,0.745,0.471,0.0842,0.671,0,0,0,0,0,0,0,0,0.0737,1
0.8,0.727,0.62,0.0842,0.758,0.684,0.667,0,0,0,0,0.195,9,0.166,1
0.8,0.688,0.655,0.0982,0.707,0.603,1,0,0,0,0,0.139,7,0.129,1
0.833,0.608,0.314,0.232,0.339,0.332,0.117,0,0,0,0,0.331,17,0.257,1
1,0.582,0.17,0.246,0.201,0,0,0,0,0,0,0,0,0.111,1
1,0.568,0.0536,0.344,0.0886,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.565,0.0173,0.379,0.0509,0,0,0,0,0,0,0,0,0.0369,1
1,0.565,0.0204,0.344,0.0596,0,0,0,0,0,0,0.305,15,0.276,1
1,0.572,0.0333,0.267,0.138,0,0,0,0,0,0,0.353,10,0.345,1
0.883,0.585,0.0459,0.218,0.209,0,0,0,0,0,0,0.279,8,0.37,-0.167
0.6,0.582,0.0348,0.337,0.131,0,0,0,0,0,0,0,0,0.295,-0.733
0.6,0.608,0.0692,0.225,0.245,0.855,0.917,0,0,0,0,0.217,11,0.292,0
0.6,0.62,0.0942,0.168,0.299,0.797,0.867,0,0,0,0,0,0,0,0
0.467,0.608,0.0844,0.225,0.237,0.616,0,0,0,0,0,0,0,0.0737,0
0.267,0.59,0.0594,0.309,0.153,0.329,0,0,0,0,0,0,0,0.295,0
0.383,0.6,0.0842,0.26,0.194,0,0,0,0,0,0.233,0,0,0.0737,0
0.4,0.602,0.0945,0.253,0.199,0,0,0,0,0,0.233,0,0,0.111,0
0.4,0.588,0.0629,0.33,0.132,0,0,0,0,0,0,0,0,0.0737,0
0.45,0.614,0.103,0.281,0.186,0,0,0.268,0.233,0.183,0,0,0,0.0737,-0.3
0.483,0.659,0.173,0.218,0.284,0,0,0.659,0,0.333,0,0.0807,4,0.238,-0.583
0.917,0.769,0.396,0.0351,0.612,0,0,0.418,0,0,0.233,0.117,6,0.114,1
1,0.789,0.585,0,0.826,0.147,0.167,0.709,0,0,0,0.215,10,0.253,1
1,0.767,0.77,0,0.935,0.77,1,0.664,0,0,0,0,0,0.184,1
1,0.699,0.687,0.0842,0.747,0,0.367,0.438,0,0,0,0.159,8,0.253,1
1,0.604,0.285,0.253,0.31,0,0,0.692,0,0,0,0,0,0,1
1,0.578,0.122,0.309,0.153,0,0,0.308,0,0,0,0,0,0,1
1,0.567,0.0463,0.337,0.0813,0,0,0.361,0,0,0,0,0,0.147,1
1,0.565,0.0257,0.372,0.0598,0,0,0,0,0,0,0,0,0.111,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.565,0.0204,0.372,0.0625,0,0,0,0,0,0,0.203,10,0.282,1
1,0.574,0.0432,0.14,0.184,0,0,0,0,0,0,0.185,9,0.196,1
0.833,0.591,0.0546,0.154,0.257,0,0,0,0,0,0,0.17,4,0.224,-0.417
0.5,0.591,0.0444,0.295,0.173,0,0,0,0,0,0,0.255,13,0.28,-0.517
0.517,0.602,0.0608,0.253,0.217,0,0,0,0,0,0,0.115,6,0.187,0
0.4,0.602,0.0686,0.253,0.216,0,0,0,0,0,0,0,0,0.363,0
0.217,0.585,0.0486,0.33,0.137,0,0,0,0,0,0.233,0,0,0,0
0.2,0.584,0.0491,0.337,0.127,0,0,0,0,0,0,0,0,0.0737,0
0.2,0.584,0.0522,0.337,0.125,0.386,0.417,0,0,0,0,0,0,0.184,0
0.2,0.584,0.0559,0.337,0.125,0.346,1,0.161,0.233,0.183,0,0,0,0.0737,0
0.333,0.601,0.0884,0.281,0.177,0,0.617,0.512,0,0.583,0,0,0,0.258,0
0.433,0.622,0.118,0.253,0.211,0.361,0.417,0.481,0,0,0,0,0,0.147,-0.333
0.683,0.659,0.173,0.218,0.284,0,1,0,0,0,0,0.169,8,0.186,-0.583
0.717,0.679,0.222,0.204,0.355,0,0.367,0,0,0,0,0,0,0,1
0.717,0.71,0.405,0.147,0.57,0.397,0.417,0,0,0,0,0.129,6,0.307,1
1,0.767,0.77,0,0.935,0.632,1,0,0,0,0,0.216,10,0.143,1
0.867,0.694,0.671,0.0912,0.728,0.657,0.367,0.294,0.233,0.183,0,0.068,4,0.082,1
0.933,0.627,0.443,0.161,0.463,0,0,0.138,0,0.0667,0,0.0774,4,0.0514,1
1,0.579,0.129,0.323,0.159,0,0,0,0,0,0,0.486,15,0.323,1
1,0.565,0.0233,0.386,0.0573,0,0,0,0,0,0,0.176,9,0.248,1
1,0.565,0.0278,0.337,0.062,0,0,0,0,0,0,0.249,12,0.165,1
1,0.565,0.0204,0.372,0.0539,0,0,0,0,0,0,0,0,0.184,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.568,0.0217,0.386,0.076,0,0,0,0,0,0,0.399,19,0.302,1
0.833,0.575,0.0299,0.337,0.119,0,0,0,0,0,0,0,0,0.0737,-0.417
0.6,0.582,0.0348,0.337,0.131,0,0,0,0,0,0,0,0,0,-0.05
0.417,0.584,0.0391,0.337,0.134,0,0,0,0,0,0,0,0,0.184,0
0.4,0.591,0.0545,0.302,0.167,0,0,0,0,0,0,0,0,0,0
0.4,0.602,0.0753,0.253,0.21,0,0,0.13,0.167,0,0,0,0,0.184,0
0.35,0.597,0.073,0.274,0.184,0,0,0.553,0.0667,0.767,0,0,0,0.221,-0.45
0.483,0.606,0.0963,0.232,0.218,0,0,0.687,0,0,0,0,0,0.184,1
0.6,0.599,0.0879,0.267,0.187,0,0,0,0,0,0,0.154,8,0.287,1
0.567,0.582,0.052,0.351,0.113,0,0,0,0,0,0,0.156,8,0.435,1
0.533,0.612,0.0989,0.288,0.18,0,0,0,0,0,0.233,0,0,0.111,1
0.6,0.641,0.143,0.253,0.239,0,0,0,0,0,0,0.13,6,0.27,1
0.533,0.68,0.231,0.204,0.367,0,0,0,0,0,0.483,0.188,9,0.236,1
0.75,0.733,0.447,0.105,0.635,0,0,0,0,0,0,0.25,12,0.24,1
0.7,0.706,0.551,0.126,0.671,0,0,0,0,0,0,0,0,0,1
0.8,0.682,0.614,0.119,0.668,0,0,0,0,0,0,0,0,0.0737,1
0.8,0.616,0.362,0.218,0.386,0,0,0,0,0,0,0,0,0.0737,1
0.8,0.567,0.0254,0.414,0.0587,0,0,0,0,0,0,0,0,0,1
0.8,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
0.983,0.565,0.0266,0.344,0.0607,0,0,0,0,0,0,0,0,0.0737,1
1,0.565,0.0207,0.337,0.0539,0,0,0,0,0,0,0,0,0.258,1
1,0.565,0.0178,0.337,0.0509,0,0,0,0,0,0,0,0,0.332,1
1,0.566,0.0174,0.414,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.57,0.026,0.351,0.101,0,0,0,0,0,0,0.268,7,0.178,1
0.867,0.577,0.0334,0.309,0.139,0,0,0,0,0,0,0.146,7,0.134,1
0.483,0.577,0.0298,0.358,0.111,0,0,0,0,0,0.233,0.151,7,0.137,-0.417
0.4,0.584,0.0391,0.337,0.134,0,0,0.102,0.233,0.517,0.233,0.201,10,0.244,-0.5
0.4,0.584,0.043,0.337,0.134,0,0,0,0,0,0.483,0.0402,2,0.0635,0
0.4,0.591,0.0592,0.302,0.163,0,0,0,0,0,0,0,0,0.406,0
0.4,0.602,0.0808,0.253,0.204,0,0,0,0,0,0,0,0,0.184,0
0.4,0.602,0.087,0.253,0.2,0,0,0,0,0,0,0,0,0.0737,0
0.433,0.605,0.101,0.239,0.212,0,0,0,0,0,0,0,0,0.147,0
0.633,0.631,0.151,0.154,0.29,0,0,0,0,0,0,0.205,10,0.21,0
0.583,0.644,0.159,0.175,0.282,0,0,0,0,0,0,0.247,12,0.385,0
0.4,0.631,0.128,0.267,0.216,0.736,0.917,0,0,0,0,0.106,5,0.181,-0.333
0.483,0.629,0.139,0.302,0.231,0.575,0.867,0,0,0,0,0.199,10,0.316,-0.583
0.783,0.714,0.407,0.14,0.577,0.142,0,0,0,0,0,0.107,5,0.0713,1
0.8,0.727,0.62,0.0842,0.758,0.792,0.917,0,0,0,0,0,0,0.0737,1
0.8,0.682,0.614,0.119,0.668,0.233,0.867,0,0,0,0,0,0,0,1
0.7,0.607,0.298,0.26,0.323,0.713,0,0,0,0,0,0,0,0,1
0.8,0.573,0.0733,0.372,0.105,0,0,0,0,0,0,0,0,0,1
0.8,0.566,0.0184,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
0.8,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
0.8,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
0.8,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
0.95,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.57,0.024,0.4,0.0707,0,0,0,0,0,0,0,0,0.0369,1
1,0.587,0.0539,0.316,0.153,0,0,0,0,0,0,0,0,0.111,1
0.95,0.611,0.117,0.211,0.26,0.357,1,0,0,0,0,0,0,0.0737,1
0.6,0.597,0.104,0.274,0.193,0,1,0,0,0,0,0,0,0.295,1
0.6,0.602,0.127,0.253,0.208,0,0.0333,0,0,0,0.233,0,0,0.221,1
0.5,0.593,0.106,0.295,0.164,0,0,0,0,0,0,0,0,0.184,1
0.3,0.575,0.0522,0.379,0.0881,0,0,0,0,0,0,0,0,0.0369,1
0.45,0.588,0.118,0.316,0.144,0,0,0,0,0,0,0,0,0.258,1
0.4,0.611,0.195,0.253,0.203,0,0,0,0,0,0,0,0,0.147,1
0.4,0.628,0.206,0.253,0.217,0,0,0,0,0,0,0,0,0.111,1
0.7,0.668,0.262,0.211,0.307,0,0,0,0,0,0,0.107,5,0.0708,1
0.8,0.702,0.354,0.168,0.449,0,0,0,0,0,0,0.359,17,0.533,1
0.8,0.729,0.567,0.105,0.679,0,0,0,0,0,0.233,0.085,4,0.315,1
0.8,0.719,0.717,0.0842,0.768,0,0,0,0,0,0,0,0,0,1
0.8,0.663,0.618,0.126,0.622,0,0,0,0,0,0,0,0,0.221,1
0.8,0.595,0.259,0.253,0.268,0,0,0,0,0,0,0,0,0.111,1
0.8,0.574,0.117,0.295,0.138,0,0,0,0,0,0,0,0,0,1
0.883,0.566,0.0312,0.4,0.0612,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
0.95,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
0.8,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
0.8,0.581,0.0364,0.337,0.13,0,0,0.121,0.233,0.0167,0.233,0.108,5,0.182,1
0.75,0.6,0.073,0.253,0.215,0,0,0.28,0,1,0.233,0.221,11,0.258,1
0.55,0.611,0.117,0.211,0.26,0,0,0,0,0.0167,0,0,0,0.479,1
0.45,0.606,0.125,0.232,0.235,0,0,0,0,0,0,0,0,0.111,1
0.2,0.584,0.0733,0.337,0.129,0.835,1,0,0,0,0,0,0,0.0737,1
0.2,0.584,0.0778,0.337,0.126,0.811,0.533,0,0,0,0,0,0,0.0369,1
0.35,0.597,0.137,0.274,0.181,0.379,0,0,0,0,0,0,0,0.111,1
0.2,0.584,0.0982,0.337,0.125,0,0,0,0,0,0,0,0,0.111,1
0.35,0.607,0.174,0.274,0.185,0,0,0,0,0,0,0,0,0.369,1
0.6,0.659,0.299,0.168,0.3,0,0,0,0,0,0,0,0,0.184,1
0.75,0.717,0.383,0.105,0.429,0,0,0,0,0,0,0,0,0.258,1
0.55,0.666,0.262,0.232,0.334,0,0,0,0,0,0,0.426,21,0.651,1
0.4,0.61,0.164,0.337,0.217,0,0,0,0,0,0.233,0,0,0.0737,1
0.7,0.661,0.459,0.211,0.5,0,0,0,0,0,0.233,0,0,0.0369,1
0.85,0.648,0.531,0.168,0.537,0,0,0,0,0,0,0,0,0.0369,1
1,0.607,0.353,0.189,0.353,0,0,0,0,0,0,0,0,0,1
1,0.573,0.106,0.316,0.128,0,0,0,0,0,0,0,0,0,1
1,0.566,0.036,0.365,0.0676,0,0,0,0,0,0,0,0,0,1
1,0.565,0.0278,0.337,0.062,0,0,0,0,0,0,0,0,0,1
1,0.565,0.0204,0.372,0.0539,0,0,0,0,0,0,0,0,0.111,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.565,0.0181,0.386,0.0513,0,0,0,0,0,0,0,0,0.0369,1
1,0.565,0.0205,0.337,0.0597,0,0,0,0,0,0,0,0,0.147,1
1,0.569,0.0264,0.323,0.0976,0,0,0,0,0,0,0.17,8,0.15,1
1,0.585,0.0425,0.253,0.187,0,0,0,0,0,0,0.109,6,0.331,1
0.817,0.613,0.0688,0.182,0.281,0,0,0,0,0,0,0.225,11,0.26,1
0.667,0.623,0.0851,0.154,0.314,0,0,0,0,0,0,0.0872,5,0.0947,-0.217
0.6,0.602,0.0686,0.253,0.216,0,0,0,0,0,0,0.242,12,0.308,0
0.683,0.609,0.0881,0.218,0.242,0.472,0.417,0,0,0,0,0.0709,4,0.0839,-0.2
0.433,0.594,0.0679,0.288,0.171,0.329,1,0,0,0,0.167,0.101,5,0.325,-0.117
0.45,0.606,0.0952,0.232,0.218,0,0.117,0,0,0,0.317,0,0,0.295,-0.117
0.4,0.602,0.0945,0.253,0.199,0,0,0,0,0,0,0,0,0.111,1
0.4,0.607,0.102,0.253,0.202,0,0,0,0,0,0,0,0,0.0369,1
0.4,0.622,0.118,0.253,0.211,0,0,0,0,0,0,0,0,0.295,1
0.467,0.655,0.167,0.225,0.275,0,0,0,0,0,0,0.145,7,0.465,1
0.8,0.743,0.344,0.0842,0.535,0,0,0.528,0.233,0.25,0,0,0,0.0737,1
0.8,0.745,0.471,0.0842,0.671,0.501,0.917,0.376,0,0,0,0,0,0,1
0.8,0.727,0.62,0.0842,0.758,0,1,0,0,0,0,0.0684,4,0.0823,1
0.8,0.663,0.53,0.161,0.577,0,0.117,0,0,0,0,0,0,0,1
0.933,0.619,0.379,0.218,0.401,0,0,0,0,0,0,0,0,0.0369,1
1,0.574,0.0897,0.337,0.122,0,0,0,0,0,0,0,0,0,1
1,0.567,0.0463,0.337,0.0813,0,0,0,0,0,0,0,0,0,1
1,0.565,0.0278,0.337,0.062,0,0,0,0,0,0,0,0,0,1
1,0.565,0.0204,0.372,0.0539,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0182,0.407,0.0542,0,0,0,0,0,0,0.0514,3,0.0341,1
0.967,0.569,0.0273,0.316,0.103,0,0,0,0,0,0,0.234,8,0.45,1
0.8,0.581,0.0364,0.302,0.152,0,0,0,0,0,0.483,0.235,12,0.267,1
0.8,0.606,0.0605,0.218,0.246,0,0,0,0,0,0.233,0.169,8,0.186,1
0.8,0.62,0.0825,0.168,0.3,0,0,0,0,0,0,0.306,8,0.24,1
0.8,0.62,0.0942,0.168,0.299,0,0,0,0,0,0,0.351,12,0.417,1
0.667,0.608,0.0844,0.225,0.237,0,0,0,0,0,0,0.204,10,0.391,-0.417
0.567,0.59,0.0594,0.309,0.153,0,0,0,0,0,0,0,0,0.0369,0
0.4,0.6,0.0842,0.26,0.194,0,0,0,0,0,0,0,0,0.406,0
0.4,0.602,0.0945,0.253,0.199,0,0,0,0,0,0,0,0,0.221,0
0.433,0.611,0.109,0.239,0.214,0,0,0,0,0,0,0,0,0.111,-0.417
0.55,0.644,0.157,0.189,0.273,0,0,0,0,0,0.233,0,0,0.147,1
0.683,0.696,0.236,0.133,0.378,0,0,0,0,0,0,0,0,0.0369,1
0.8,0.743,0.344,0.0842,0.535,0,0,0,0,0,0,0,0,0.184,1
0.617,0.704,0.366,0.161,0.528,0,0,0,0,0,0,0,0,0.258,1
0.683,0.702,0.54,0.133,0.657,0.131,0.167,0,0,0,0,0,0,0.258,1
0.8,0.682,0.614,0.119,0.668,0.68,1,0,0,0,0,0,0,0.111,1
0.983,0.635,0.499,0.126,0.518,0,0.367,0,0,0,0,0.156,8,0.14,1
1,0.582,0.17,0.246,0.201,0,0,0,0,0,0,0.101,5,0.0672,1
1,0.568,0.0753,0.253,0.112,0,0,0,0,0,0,0,0,0,1
1,0.565,0.0325,0.309,0.0671,0,0,0,0,0,0,0,0,0,1
1,0.565,0.0204,0.372,0.0539,0,0,0,0,0,0,0,0,0.111,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0173,0.4,0.0509,0,0,0,0,0,0,0.202,10,0.134,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0.083,4,0.0551,1
1,0.569,0.0243,0.365,0.0911,0,0,0,0,0,0,0,0,0.184,1
0.967,0.589,0.0481,0.218,0.217,0,0,0,0,0,0,0.217,11,0.255,1
0.8,0.62,0.0766,0.14,0.32,0,0,0,0,0,0.233,0.287,14,0.264,1
0.8,0.638,0.104,0.0842,0.384,0,0,0,0,0,0,0.102,5,0.178,1
0.483,0.609,0.0787,0.218,0.251,0,0,0,0,0,0,0,0,0.111,1
0.5,0.611,0.089,0.211,0.251,0,0,0,0,0,0,0,0,0.258,-0.183
0.4,0.602,0.0808,0.253,0.204,0,0,0,0,0,0,0,0,0.0737,0
0.383,0.597,0.0788,0.274,0.181,0,0,0,0,0,0,0,0,0.111,-0.183
0.467,0.59,0.0685,0.309,0.15,0,0,0,0,0,0,0,0,0.111,-0.25
0.367,0.586,0.0595,0.337,0.126,0,0,0,0,0,0,0,0,0.111,0
0.417,0.628,0.126,0.246,0.221,0,0,0,0,0,0,0,0,0.111,-0.167
0.967,0.747,0.322,0.014,0.507,0,0,0,0,0,0,0.477,17,0.39,-0.0833
1,0.787,0.426,0,0.656,0,0,0,0,0,0,0.378,12,0.325,1
1,0.789,0.585,0,0.826,0,0,0,0,0,0,0.205,5,0.173,1
1,0.741,0.665,0.0561,0.817,0,0,0,0,0,0,0.559,19,0.445,1
0.817,0.663,0.53,0.161,0.577,0,0,0,0,0,0,0,0,0.0369,1
0.8,0.613,0.339,0.239,0.362,0,0,0,0,0,0,0,0,0,1
0.833,0.573,0.0798,0.358,0.112,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0207,0.414,0.0544,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.565,0.0189,0.351,0.0517,0,0,0,0,0,0.233,0,0,0,1
1,0.565,0.0207,0.33,0.0598,0,0,0,0,0,0,0,0,0.221,1
0.817,0.57,0.029,0.302,0.113,0,0,0,0,0,0,0.653,24,0.544,-0.15
0.8,0.591,0.049,0.218,0.22,0,0,0,0,0,0,0.398,13,0.338,-0.133
0.667,0.603,0.0574,0.225,0.238,0,0,0,0,0,0,0.123,6,0.119,1
0.567,0.599,0.0567,0.267,0.203,0,0,0,0,0,0,0,0,0.0369,-0.167
0.4,0.591,0.0545,0.302,0.167,0,0,0,0,0,0,0,0,0.184,-0.617
0.4,0.602,0.0753,0.253,0.21,0,0,0,0,0,0,0,0,0.184,0
0.4,0.602,0.0808,0.253,0.204,0,0,0.327,0.233,0.683,0,0,0,0.184,0
0.4,0.602,0.087,0.253,0.2,0,0,0.483,0,0.0833,0,0,0,0.0737,0
0.4,0.602,0.0945,0.253,0.199,0,0,0.251,0,0,0,0,0,0.295,0
0.267,0.592,0.0728,0.309,0.151,0,0,0.125,0,0,0,0,0,0,0
0.283,0.608,0.0914,0.302,0.167,0,0,0,0,0,0.417,0,0,0.184,0
0.45,0.649,0.157,0.232,0.26,0,0,0,0,0,0.55,0.207,10,0.248,-0.45
0.583,0.695,0.257,0.175,0.405,0,0,0,0,0,0.483,0.14,7,0.278,-0.333
0.6,0.7,0.358,0.168,0.516,0,0,0,0,0,0,0,0,0.0737,1
0.6,0.687,0.469,0.168,0.582,0,0,0,0,0,0,0,0,0.0737,1
0.6,0.65,0.448,0.204,0.497,0,0,0,0,0,0,0,0,0,1
0.733,0.587,0.164,0.33,0.194,0,0,0,0,0,0,0.3,15,0.199,1
0.933,0.577,0.13,0.281,0.162,0.38,0.417,0,0,0,0,0,0,0,1
1,0.568,0.0536,0.344,0.0886,0.403,1,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0.367,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.569,0.0234,0.372,0.0861,0,0,0,0,0,0,0.158,8,0.253,1
1,0.601,0.0633,0.119,0.298,0,0,0,0,0,0,0.626,20,0.452,1
0.767,0.611,0.0659,0.182,0.278,0,0,0,0,0,0.483,0.215,11,0.216,1
0.767,0.624,0.0885,0.147,0.321,0,0,0.119,0.417,0,0,0,0,0.543,1
0.6,0.62,0.0942,0.168,0.299,0,0,0.285,0.317,0.517,0,0.387,19,0.257,1
0.517,0.612,0.0913,0.204,0.257,0,0,0.0573,0,0,0.917,0.402,19,0.525,1
0.4,0.602,0.0808,0.253,0.204,0,0,0,0,0,0.05,0.0789,4,0.126,1
0.433,0.605,0.0932,0.239,0.212,0,0,0,0,0,0,0.0977,5,0.212,1
0.783,0.636,0.169,0.0912,0.341,0,0,0,0,0,0,0.24,12,0.233,1
0.833,0.652,0.193,0.0702,0.365,0,0,0.13,0.167,0,0.233,0.193,10,0.423,1
1,0.706,0.268,0,0.452,0,0,0.48,0.0667,0.517,0,0.0184,1,0.233,1
1,0.753,0.332,0,0.522,0,0,0.666,0,0,0,0,0,0.258,1
0.817,0.746,0.35,0.0772,0.544,0,0,0.291,0,0,0,0,0,0.0737,1
0.8,0.745,0.471,0.0842,0.671,0,0,0.307,0,0,0,0,0,0.167,1
0.8,0.727,0.62,0.0842,0.758,0,0,0,0,0,0,0,0,0.111,1
0.8,0.663,0.53,0.161,0.577,0,0,0,0,0,0,0,0,0,1
0.883,0.628,0.458,0.133,0.478,0,0,0,0,0,0,0,0,0,1
1,0.586,0.202,0.218,0.232,0,0,0,0,0,0,0,0,0,1
1,0.567,0.049,0.344,0.0821,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
0.95,0.565,0.0212,0.379,0.0608,0,0,0,0,0,0,0.152,7,0.248,1
0.8,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
0.65,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
0.6,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
