occupants,cooking_range,plug_loads_tv,plug_loads_other,lighting_interior,lighting_exterior,lighting_garage,lighting_exterior_holiday,hot_water_clothes_washer,clothes_washer,clothes_dryer,hot_water_dishwasher,dishwasher,hot_water_fixtures,refrigerator
0.295,0.607,0.248,0.711,0.612,0.142,0.142,0,0.546,0.546,0.679,0.339,0.339,0.448,0.743
0.541,0.989,0.304,0.77,0.804,0.277,0.277,0,0.535,0.535,0.667,0.437,0.437,0.586,0.81
0.885,0.771,0.409,0.785,0.946,0.366,0.366,0,0.535,0.535,0.63,0.775,0.775,0.69,0.844
0.885,0.396,0.573,0.741,0.919,0.486,0.486,0,0.535,0.535,0.63,0.989,0.989,0.69,0.81
0.885,0.231,0.708,0.696,0.747,0.681,0.681,0,0.535,0.535,0.642,0.802,0.802,0.632,0.793
1,0.165,0.671,0.667,0.566,0.785,0.785,0,0.513,0.513,0.667,0.597,0.597,0.552,0.776
1,0.105,0.405,0.593,0.493,0.681,0.681,0,0.349,0.349,0.543,0.392,0.392,0.437,0.743
1,0.0725,0.175,0.533,0.249,0.471,0.471,0,0.185,0.185,0.296,0.276,0.276,0.299,0.692
1,0.0462,0.0858,0.519,0.124,0.344,0.344,0,0.0982,0.0982,0.123,0.134,0.134,0.138,0.675
1,0.0462,0.0429,0.489,0.0743,0.344,0.344,0,0.0764,0.0764,0.0741,0.0624,0.0624,0.069,0.658
1,0.0264,0.0234,0.474,0.0495,0.337,0.337,0,0.0436,0.0436,0.0494,0.0446,0.0446,0.046,0.641
1,0.0264,0.0156,0.459,0.0495,0.337,0.337,0,0.0436,0.0436,0.0247,0.0267,0.0267,0.0575,0.625
1,0.0462,0.0214,0.474,0.054,0.344,0.344,0,0.0764,0.0764,0.0494,0.0267,0.0267,0.115,0.608
1,0.0725,0.0273,0.489,0.146,0.337,0.337,0,0.12,0.12,0.0741,0.0891,0.0891,0.391,0.608
1,0.165,0.0468,0.548,0.342,0.329,0.329,0,0.24,0.24,0.198,0.178,0.178,0.897,0.641
0.869,0.277,0.0838,0.622,0.433,0.307,0.307,0,0.535,0.535,0.395,0.276,0.276,1,0.675
0.41,0.303,0.138,0.637,0.452,0.269,0.269,0,0.797,0.797,0.593,0.517,0.517,0.92,0.692
0.246,0.316,0.183,0.637,0.456,0.224,0.224,0,0.938,0.938,0.84,0.579,0.579,0.77,0.692
0.246,0.277,0.218,0.637,0.443,0.179,0.179,0,0.917,0.917,0.963,0.499,0.499,0.644,0.675
0.246,0.33,0.24,0.652,0.426,0.12,0.12,0,0.818,0.818,1,0.428,0.428,0.54,0.675
0.246,0.376,0.257,0.667,0.413,0.0897,0.0897,0,0.731,0.731,0.914,0.365,0.365,0.46,0.709
0.246,0.303,0.304,0.667,0.409,0.0823,0.0823,0,0.655,0.655,0.827,0.41,0.41,0.402,0.709
0.246,0.376,0.347,0.652,0.421,0.0823,0.0823,0,0.535,0.535,0.704,0.321,0.321,0.379,0.709
0.246,0.29,0.382,0.681,0.482,0.0897,0.0897,0,0.567,0.567,0.753,0.339,0.339,0.356,0.692
0.295,0.607,0.402,0.711,0.612,0.142,0.142,0,0.546,0.546,0.679,0.339,0.339,0.448,0.743
0.541,0.989,0.415,0.77,0.804,0.284,0.284,0,0.535,0.535,0.667,0.437,0.437,0.586,0.81
0.885,0.771,0.489,0.785,0.946,0.359,0.359,0,0.535,0.535,0.63,0.775,0.775,0.69,0.844
0.885,0.396,0.643,0.741,0.919,0.449,0.449,0,0.535,0.535,0.63,0.989,0.989,0.69,0.81
0.885,0.231,0.756,0.696,0.747,0.621,0.621,0,0.535,0.535,0.642,0.802,0.802,0.632,0.793
1,0.165,0.698,0.667,0.566,0.733,0.733,0,0.513,0.513,0.667,0.597,0.597,0.552,0.776
1,0.105,0.441,0.593,0.493,0.636,0.636,0,0.349,0.349,0.543,0.392,0.392,0.437,0.743
1,0.0725,0.201,0.533,0.249,0.441,0.441,0,0.185,0.185,0.296,0.276,0.276,0.299,0.692
1,0.0462,0.0858,0.519,0.124,0.344,0.344,0,0.0982,0.0982,0.123,0.134,0.134,0.138,0.675
1,0.0462,0.0429,0.489,0.0743,0.344,0.344,0,0.0764,0.0764,0.0741,0.0624,0.0624,0.069,0.658
1,0.0264,0.0234,0.474,0.0495,0.337,0.337,0,0.0436,0.0436,0.0494,0.0446,0.0446,0.046,0.641
1,0.0264,0.0156,0.459,0.0495,0.337,0.337,0,0.0436,0.0436,0.0247,0.0267,0.0267,0.0575,0.625
1,0.0462,0.0214,0.474,0.054,0.344,0.344,0,0.0764,0.0764,0.0494,0.0267,0.0267,0.115,0.608
1,0.0725,0.0273,0.489,0.146,0.337,0.337,0,0.12,0.12,0.0741,0.0891,0.0891,0.391,0.608
1,0.165,0.0468,0.548,0.342,0.329,0.329,0,0.24,0.24,0.198,0.178,0.178,0.897,0.641
0.869,0.277,0.0838,0.622,0.433,0.307,0.307,0,0.535,0.535,0.395,0.276,0.276,1,0.675
0.41,0.303,0.138,0.637,0.452,0.269,0.269,0,0.797,0.797,0.593,0.517,0.517,0.92,0.692
0.246,0.316,0.183,0.637,0.456,0.224,0.224,0,0.938,0.938,0.84,0.579,0.579,0.77,0.692
0.246,0.277,0.218,0.637,0.443,0.179,0.179,0,0.917,0.917,0.963,0.499,0.499,0.644,0.675
0.246,0.33,0.24,0.652,0.426,0.12,0.12,0,0.818,0.818,1,0.428,0.428,0.54,0.675
0.246,0.376,0.257,0.667,0.413,0.0897,0.0897,0,0.731,0.731,0.914,0.365,0.365,0.46,0.709
0.246,0.303,0.304,0.667,0.409,0.0823,0.0823,0,0.655,0.655,0.827,0.41,0.41,0.402,0.709
0.246,0.376,0.347,0.652,0.421,0.0823,0.0823,0,0.535,0.535,0.704,0.321,0.321,0.379,0.709
0.246,0.29,0.382,0.681,0.482,0.0897,0.0897,0,0.567,0.567,0.753,0.339,0.339,0.356,0.692
0.295,0.607,0.402,0.711,0.612,0.142,0.142,0,0.546,0.546,0.679,0.339,0.339,0.448,0.743
0.541,0.989,0.415,0.77,0.804,0.284,0.284,0,0.535,0.535,0.667,0.437,0.437,0.586,0.81
0.885,0.771,0.489,0.785,0.946,0.359,0.359,0,0.535,0.535,0.63,0.775,0.775,0.69,0.844
0.885,0.396,0.643,0.741,0.919,0.449,0.449,0,0.535,0.535,0.63,0.989,0.989,0.69,0.81
0.885,0.231,0.756,0.696,0.747,0.621,0.621,0,0.535,0.535,0.642,0.802,0.802,0.632,0.793
1,0.165,0.698,0.667,0.566,0.733,0.733,0,0.513,0.513,0.667,0.597,0.597,0.552,0.776
1,0.105,0.441,0.593,0.493,0.636,0.636,0,0.349,0.349,0.543,0.392,0.392,0.437,0.743
1,0.0725,0.201,0.533,0.249,0.441,0.441,0,0.185,0.185,0.296,0.276,0.276,0.299,0.692
1,0.0462,0.0721,0.519,0.124,0.344,0.344,0,0.0982,0.0982,0.123,0.134,0.134,0.138,0.675
1,0.0462,0.0351,0.489,0.0743,0.344,0.344,0,0.0764,0.0764,0.0741,0.0624,0.0624,0.069,0.658
1,0.0264,0.0175,0.474,0.0495,0.344,0.344,0,0.0436,0.0436,0.0494,0.0446,0.0446,0.046,0.641
1,0.0264,0.0136,0.459,0.0495,0.344,0.344,0,0.0436,0.0436,0.0247,0.0267,0.0267,0.0575,0.625
1,0.0462,0.0214,0.474,0.054,0.344,0.344,0,0.0764,0.0764,0.0494,0.0267,0.0267,0.115,0.608
1,0.0725,0.0351,0.489,0.146,0.277,0.277,0,0.12,0.12,0.0741,0.0891,0.0891,0.391,0.608
1,0.165,0.0565,0.548,0.342,0.262,0.262,0,0.24,0.24,0.198,0.178,0.178,0.897,0.641
0.869,0.277,0.078,0.622,0.433,0.254,0.254,0,0.535,0.535,0.395,0.276,0.276,1,0.675
0.41,0.303,0.0955,0.637,0.452,0.247,0.247,0,0.797,0.797,0.593,0.517,0.517,0.92,0.692
0.246,0.316,0.113,0.637,0.456,0.209,0.209,0,0.938,0.938,0.84,0.579,0.579,0.77,0.692
0.246,0.277,0.127,0.637,0.443,0.165,0.165,0,0.917,0.917,0.963,0.499,0.499,0.644,0.675
0.246,0.33,0.14,0.652,0.426,0.112,0.112,0,0.818,0.818,1,0.428,0.428,0.54,0.675
0.246,0.376,0.148,0.667,0.413,0.0897,0.0897,0,0.731,0.731,0.914,0.365,0.365,0.46,0.709
0.246,0.303,0.168,0.667,0.409,0.0823,0.0823,0,0.655,0.655,0.827,0.41,0.41,0.402,0.709
0.246,0.376,0.177,0.652,0.421,0.0823,0.0823,0,0.535,0.535,0.704,0.321,0.321,0.379,0.709
0.246,0.29,0.199,0.681,0.482,0.0897,0.0897,0,0.567,0.567,0.753,0.339,0.339,0.356,0.692
0.295,0.607,0.248,0.711,0.612,0.142,0.142,0,0.546,0.546,0.679,0.339,0.339,0.448,0.743
0.541,0.989,0.304,0.77,0.804,0.277,0.277,0,0.535,0.535,0.667,0.437,0.437,0.586,0.81
0.885,0.771,0.409,0.785,0.946,0.366,0.366,0,0.535,0.535,0.63,0.775,0.775,0.69,0.844
0.885,0.396,0.573,0.741,0.919,0.486,0.486,0,0.535,0.535,0.63,0.989,0.989,0.69,0.81
0.885,0.231,0.708,0.696,0.747,0.681,0.681,0,0.535,0.535,0.642,0.802,0.802,0.632,0.793
1,0.165,0.671,0.667,0.566,0.785,0.785,0,0.513,0.513,0.667,0.597,0.597,0.552,0.776
1,0.105,0.405,0.593,0.493,0.681,0.681,0,0.349,0.349,0.543,0.392,0.392,0.437,0.743
1,0.0725,0.175,0.533,0.249,0.471,0.471,0,0.185,0.185,0.296,0.276,0.276,0.299,0.692
1,0.0462,0.0721,0.519,0.124,0.344,0.344,0,0.0982,0.0982,0.123,0.134,0.134,0.138,0.675
1,0.0462,0.0351,0.489,0.0743,0.344,0.344,0,0.0764,0.0764,0.0741,0.0624,0.0624,0.069,0.658
1,0.0264,0.0175,0.474,0.0495,0.344,0.344,0,0.0436,0.0436,0.0494,0.0446,0.0446,0.046,0.641
1,0.0264,0.0136,0.459,0.0495,0.344,0.344,0,0.0436,0.0436,0.0247,0.0267,0.0267,0.0575,0.625
1,0.0462,0.0214,0.474,0.054,0.344,0.344,0,0.0764,0.0764,0.0494,0.0267,0.0267,0.115,0.608
1,0.0725,0.0351,0.489,0.146,0.277,0.277,0,0.12,0.12,0.0741,0.0891,0.0891,0.391,0.608
1,0.165,0.0565,0.548,0.342,0.262,0.262,0,0.24,0.24,0.198,0.178,0.178,0.897,0.641
0.869,0.277,0.078,0.622,0.433,0.254,0.254,0,0.535,0.535,0.395,0.276,0.276,1,0.675
0.41,0.303,0.0955,0.637,0.452,0.247,0.247,0,0.797,0.797,0.593,0.517,0.517,0.92,0.692
0.246,0.316,0.113,0.637,0.456,0.209,0.209,0,0.938,0.938,0.84,0.579,0.579,0.77,0.692
0.246,0.277,0.127,0.637,0.443,0.165,0.165,0,0.917,0.917,0.963,0.499,0.499,0.644,0.675
0.246,0.33,0.14,0.652,0.426,0.112,0.112,0,0.818,0.818,1,0.428,0.428,0.54,0.675
0.246,0.376,0.148,0.667,0.413,0.0897,0.0897,0,0.731,0.731,0.914,0.365,0.365,0.46,0.709
0.246,0.303,0.168,0.667,0.409,0.0823,0.0823,0,0.655,0.655,0.827,0.41,0.41,0.402,0.709
0.246,0.376,0.177,0.652,0.421,0.0823,0.0823,0,0.535,0.535,0.704,0.321,0.321,0.379,0.709
0.246,0.29,0.199,0.681,0.482,0.0897,0.0897,0,0.567,0.567,0.753,0.339,0.339,0.356,0.692
0.295,0.607,0.248,0.711,0.612,0.142,0.142,0,0.546,0.546,0.679,0.339,0.339,0.448,0.743
0.541,0.989,0.304,0.77,0.804,0.277,0.277,0,0.535,0.535,0.667,0.437,0.437,0.586,0.81
0.885,0.771,0.409,0.785,0.946,0.366,0.366,0,0.535,0.535,0.63,0.775,0.775,0.69,0.844
0.885,0.396,0.573,0.741,0.919,0.486,0.486,0,0.535,0.535,0.63,0.989,0.989,0.69,0.81
0.885,0.231,0.708,0.696,0.747,0.681,0.681,0,0.535,0.535,0.642,0.802,0.802,0.632,0.793
1,0.165,0.671,0.667,0.566,0.785,0.785,0,0.513,0.513,0.667,0.597,0.597,0.552,0.776
1,0.105,0.405,0.593,0.493,0.681,0.681,0,0.349,0.349,0.543,0.392,0.392,0.437,0.743
1,0.0725,0.175,0.533,0.249,0.471,0.471,0,0.185,0.185,0.296,0.276,0.276,0.299,0.692
1,0.0462,0.0721,0.519,0.124,0.344,0.344,0,0.0982,0.0982,0.123,0.134,0.134,0.138,0.675
1,0.0462,0.0351,0.489,0.0743,0.344,0.344,0,0.0764,0.0764,0.0741,0.0624,0.0624,0.069,0.658
1,0.0264,0.0175,0.474,0.0495,0.344,0.344,0,0.0436,0.0436,0.0494,0.0446,0.0446,0.046,0.641
1,0.0264,0.0136,0.459,0.0495,0.344,0.344,0,0.0436,0.0436,0.0247,0.0267,0.0267,0.0575,0.625
1,0.0462,0.0214,0.474,0.054,0.344,0.344,0,0.0764,0.0764,0.0494,0.0267,0.0267,0.115,0.608
1,0.0725,0.0351,0.489,0.146,0.277,0.277,0,0.12,0.12,0.0741,0.0891,0.0891,0.391,0.608
1,0.165,0.0565,0.548,0.342,0.262,0.262,0,0.24,0.24,0.198,0.178,0.178,0.897,0.641
0.869,0.277,0.078,0.622,0.433,0.254,0.254,0,0.535,0.535,0.395,0.276,0.276,1,0.675
0.41,0.303,0.0955,0.637,0.452,0.247,0.247,0,0.797,0.797,0.593,0.517,0.517,0.92,0.692
0.246,0.316,0.113,0.637,0.456,0.209,0.209,0,0.938,0.938,0.84,0.579,0.579,0.77,0.692
0.246,0.277,0.127,0.637,0.443,0.165,0.165,0,0.917,0.917,0.963,0.499,0.499,0.644,0.675
0.246,0.33,0.14,0.652,0.426,0.112,0.112,0,0.818,0.818,1,0.428,0.428,0.54,0.675
0.246,0.376,0.148,0.667,0.413,0.0897,0.0897,0,0.731,0.731,0.914,0.365,0.365,0.46,0.709
0.246,0.303,0.168,0.667,0.409,0.0823,0.0823,0,0.655,0.655,0.827,0.41,0.41,0.402,0.709
0.246,0.376,0.177,0.652,0.421,0.0823,0.0823,0,0.535,0.535,0.704,0.321,0.321,0.379,0.709
0.246,0.29,0.199,0.681,0.482,0.0897,0.0897,0,0.567,0.567,0.753,0.339,0.339,0.356,0.692
0.295,0.607,0.248,0.711,0.612,0.142,0.142,0,0.546,0.546,0.679,0.339,0.339,0.448,0.743
0.541,0.989,0.304,0.77,0.804,0.277,0.277,0,0.535,0.535,0.667,0.437,0.437,0.586,0.81
0.885,0.771,0.409,0.785,0.946,0.366,0.366,0,0.535,0.535,0.63,0.775,0.775,0.69,0.844
0.885,0.396,0.573,0.741,0.919,0.486,0.486,0,0.535,0.535,0.63,0.989,0.989,0.69,0.81
0.885,0.231,0.708,0.696,0.747,0.681,0.681,0,0.535,0.535,0.642,0.802,0.802,0.632,0.793
1,0.165,0.671,0.667,0.566,0.785,0.785,0,0.513,0.513,0.667,0.597,0.597,0.552,0.776
1,0.105,0.405,0.593,0.493,0.681,0.681,0,0.349,0.349,0.543,0.392,0.392,0.437,0.743
1,0.0725,0.175,0.533,0.249,0.471,0.471,0,0.185,0.185,0.296,0.276,0.276,0.299,0.692
1,0.0462,0.0721,0.519,0.124,0.344,0.344,0,0.0982,0.0982,0.123,0.134,0.134,0.138,0.675
1,0.0462,0.0351,0.489,0.0743,0.344,0.344,0,0.0764,0.0764,0.0741,0.0624,0.0624,0.069,0.658
1,0.0264,0.0175,0.474,0.0495,0.344,0.344,0,0.0436,0.0436,0.0494,0.0446,0.0446,0.046,0.641
1,0.0264,0.0136,0.459,0.0495,0.344,0.344,0,0.0436,0.0436,0.0247,0.0267,0.0267,0.0575,0.625
1,0.0462,0.0214,0.474,0.054,0.344,0.344,0,0.0764,0.0764,0.0494,0.0267,0.0267,0.115,0.608
1,0.0725,0.0351,0.489,0.146,0.277,0.277,0,0.12,0.12,0.0741,0.0891,0.0891,0.391,0.608
1,0.165,0.0565,0.548,0.342,0.262,0.262,0,0.24,0.24,0.198,0.178,0.178,0.897,0.641
0.869,0.277,0.078,0.622,0.433,0.254,0.254,0,0.535,0.535,0.395,0.276,0.276,1,0.675
0.41,0.303,0.0955,0.637,0.452,0.247,0.247,0,0.797,0.797,0.593,0.517,0.517,0.92,0.692
0.246,0.316,0.113,0.637,0.456,0.209,0.209,0,0.938,0.938,0.84,0.579,0.579,0.77,0.692
0.246,0.277,0.127,0.637,0.443,0.165,0.165,0,0.917,0.917,0.963,0.499,0.499,0.644,0.675
0.246,0.33,0.14,0.652,0.426,0.112,0.112,0,0.818,0.818,1,0.428,0.428,0.54,0.675
0.246,0.376,0.148,0.667,0.413,0.0897,0.0897,0,0.731,0.731,0.914,0.365,0.365,0.46,0.709
0.246,0.303,0.168,0.667,0.409,0.0823,0.0823,0,0.655,0.655,0.827,0.41,0.41,0.402,0.709
0.246,0.376,0.177,0.652,0.421,0.0823,0.0823,0,0.535,0.535,0.704,0.321,0.321,0.379,0.709
0.246,0.29,0.199,0.681,0.482,0.0897,0.0897,0,0.567,0.567,0.753,0.339,0.339,0.356,0.692
0.295,0.607,0.248,0.711,0.612,0.142,0.142,0,0.546,0.546,0.679,0.339,0.339,0.448,0.743
0.541,0.989,0.304,0.77,0.804,0.277,0.277,0,0.535,0.535,0.667,0.437,0.437,0.586,0.81
0.885,0.771,0.409,0.785,0.946,0.366,0.366,0,0.535,0.535,0.63,0.775,0.775,0.69,0.844
0.885,0.396,0.573,0.741,0.919,0.486,0.486,0,0.535,0.535,0.63,0.989,0.989,0.69,0.81
0.885,0.231,0.708,0.696,0.747,0.681,0.681,0,0.535,0.535,0.642,0.802,0.802,0.632,0.793
1,0.165,0.671,0.667,0.566,0.785,0.785,0,0.513,0.513,0.667,0.597,0.597,0.552,0.776
1,0.105,0.405,0.593,0.493,0.681,0.681,0,0.349,0.349,0.543,0.392,0.392,0.437,0.743
1,0.0725,0.175,0.533,0.249,0.471,0.471,0,0.185,0.185,0.296,0.276,0.276,0.299,0.692
1,0.0462,0.0721,0.519,0.124,0.344,0.344,0,0.0982,0.0982,0.123,0.134,0.134,0.138,0.675
1,0.0462,0.0351,0.489,0.0743,0.344,0.344,0,0.0764,0.0764,0.0741,0.0624,0.0624,0.069,0.658
1,0.0264,0.0175,0.474,0.0495,0.344,0.344,0,0.0436,0.0436,0.0494,0.0446,0.0446,0.046,0.641
1,0.0264,0.0136,0.459,0.0495,0.344,0.344,0,0.0436,0.0436,0.0247,0.0267,0.0267,0.0575,0.625
1,0.0462,0.0214,0.474,0.054,0.344,0.344,0,0.0764,0.0764,0.0494,0.0267,0.0267,0.115,0.608
1,0.0725,0.0351,0.489,0.146,0.277,0.277,0,0.12,0.12,0.0741,0.0891,0.0891,0.391,0.608
1,0.165,0.0565,0.548,0.342,0.262,0.262,0,0.24,0.24,0.198,0.178,0.178,0.897,0.641
0.869,0.277,0.078,0.622,0.433,0.254,0.254,0,0.535,0.535,0.395,0.276,0.276,1,0.675
0.41,0.303,0.0955,0.637,0.452,0.247,0.247,0,0.797,0.797,0.593,0.517,0.517,0.92,0.692
0.246,0.316,0.113,0.637,0.456,0.209,0.209,0,0.938,0.938,0.84,0.579,0.579,0.77,0.692
0.246,0.277,0.127,0.637,0.443,0.165,0.165,0,0.917,0.917,0.963,0.499,0.499,0.644,0.675
0.246,0.33,0.14,0.652,0.426,0.112,0.112,0,0.818,0.818,1,0.428,0.428,0.54,0.675
0.246,0.376,0.148,0.667,0.413,0.0897,0.0897,0,0.731,0.731,0.914,0.365,0.365,0.46,0.709
0.246,0.303,0.168,0.667,0.409,0.0823,0.0823,0,0.655,0.655,0.827,0.41,0.41,0.402,0.709
0.246,0.376,0.177,0.652,0.421,0.0823,0.0823,0,0.535,0.535,0.704,0.321,0.321,0.379,0.709
0.246,0.29,0.199,0.681,0.482,0.0897,0.0897,0,0.567,0.567,0.753,0.339,0.339,0.356,0.692
0.295,0.607,0.248,0.711,0.612,0.142,0.142,0,0.546,0.546,0.679,0.339,0.339,0.448,0.743
0.541,0.989,0.304,0.77,0.804,0.277,0.277,0,0.535,0.535,0.667,0.437,0.437,0.586,0.81
0.885,0.771,0.409,0.785,0.946,0.366,0.366,0,0.535,0.535,0.63,0.775,0.775,0.69,0.844
0.885,0.396,0.573,0.741,0.919,0.486,0.486,0,0.535,0.535,0.63,0.989,0.989,0.69,0.81
0.885,0.231,0.708,0.696,0.747,0.681,0.681,0,0.535,0.535,0.642,0.802,0.802,0.632,0.793
1,0.165,0.671,0.667,0.566,0.785,0.785,0,0.513,0.513,0.667,0.597,0.597,0.552,0.776
1,0.105,0.405,0.593,0.493,0.681,0.681,0,0.349,0.349,0.543,0.392,0.392,0.437,0.743
1,0.0725,0.175,0.533,0.249,0.471,0.471,0,0.185,0.185,0.296,0.276,0.276,0.299,0.692
1,0.0462,0.0858,0.519,0.124,0.344,0.344,0,0.0982,0.0982,0.123,0.134,0.134,0.138,0.675
1,0.0462,0.0429,0.489,0.0743,0.344,0.344,0,0.0764,0.0764,0.0741,0.0624,0.0624,0.069,0.658
1,0.0264,0.0234,0.474,0.0495,0.337,0.337,0,0.0436,0.0436,0.0494,0.0446,0.0446,0.046,0.641
1,0.0264,0.0156,0.459,0.0495,0.337,0.337,0,0.0436,0.0436,0.0247,0.0267,0.0267,0.0575,0.625
1,0.0462,0.0214,0.474,0.054,0.344,0.344,0,0.0764,0.0764,0.0494,0.0267,0.0267,0.115,0.608
1,0.0725,0.0273,0.489,0.146,0.337,0.337,0,0.12,0.12,0.0741,0.0891,0.0891,0.391,0.608
1,0.165,0.0468,0.548,0.342,0.329,0.329,0,0.24,0.24,0.198,0.178,0.178,0.897,0.641
0.869,0.277,0.0838,0.622,0.433,0.307,0.307,0,0.535,0.535,0.395,0.276,0.276,1,0.675
0.41,0.303,0.138,0.637,0.452,0.269,0.269,0,0.797,0.797,0.593,0.517,0.517,0.92,0.692
0.246,0.316,0.183,0.637,0.456,0.224,0.224,0,0.938,0.938,0.84,0.579,0.579,0.77,0.692
0.246,0.277,0.218,0.637,0.443,0.179,0.179,0,0.917,0.917,0.963,0.499,0.499,0.644,0.675
0.246,0.33,0.24,0.652,0.426,0.12,0.12,0,0.818,0.818,1,0.428,0.428,0.54,0.675
0.246,0.376,0.257,0.667,0.413,0.0897,0.0897,0,0.731,0.731,0.914,0.365,0.365,0.46,0.709
0.246,0.303,0.304,0.667,0.409,0.0823,0.0823,0,0.655,0.655,0.827,0.41,0.41,0.402,0.709
0.246,0.376,0.347,0.652,0.421,0.0823,0.0823,0,0.535,0.535,0.704,0.321,0.321,0.379,0.709
0.246,0.29,0.382,0.681,0.482,0.0897,0.0897,0,0.567,0.567,0.753,0.339,0.339,0.356,0.692
0.295,0.607,0.402,0.711,0.612,0.142,0.142,0.0223,0.546,0.546,0.679,0.339,0.339,0.448,0.743
0.541,0.989,0.415,0.77,0.804,0.284,0.284,0.273,0.535,0.535,0.667,0.437,0.437,0.586,0.81
0.885,0.771,0.489,0.785,0.946,0.359,0.359,0.468,0.535,0.535,0.63,0.775,0.775,0.69,0.844
0.885,0.396,0.643,0.741,0.919,0.449,0.449,0.54,0.535,0.535,0.63,0.989,0.989,0.69,0.81
0.885,0.231,0.756,0.696,0.747,0.621,0.621,0.791,0.535,0.535,0.642,0.802,0.802,0.632,0.793
1,0.165,0.698,0.667,0.566,0.733,0.733,0.535,0.513,0.513,0.667,0.597,0.597,0.552,0.776
1,0.105,0.441,0.593,0.493,0.636,0.636,0.103,0.349,0.349,0.543,0.392,0.392,0.437,0.743
1,0.0725,0.201,0.533,0.249,0.441,0.441,0.0529,0.185,0.185,0.296,0.276,0.276,0.299,0.692
1,0.0462,0.0858,0.519,0.124,0.344,0.344,0,0.0982,0.0982,0.123,0.134,0.134,0.138,0.675
1,0.0462,0.0429,0.489,0.0743,0.344,0.344,0,0.0764,0.0764,0.0741,0.0624,0.0624,0.069,0.658
1,0.0264,0.0234,0.474,0.0495,0.337,0.337,0,0.0436,0.0436,0.0494,0.0446,0.0446,0.046,0.641
1,0.0264,0.0156,0.459,0.0495,0.337,0.337,0,0.0436,0.0436,0.0247,0.0267,0.0267,0.0575,0.625
1,0.0462,0.0214,0.474,0.054,0.344,0.344,0,0.0764,0.0764,0.0494,0.0267,0.0267,0.115,0.608
1,0.0725,0.0273,0.489,0.146,0.337,0.337,0,0.12,0.12,0.0741,0.0891,0.0891,0.391,0.608
1,0.165,0.0468,0.548,0.342,0.329,0.329,0,0.24,0.24,0.198,0.178,0.178,0.897,0.641
0.869,0.277,0.0838,0.622,0.433,0.307,0.307,0,0.535,0.535,0.395,0.276,0.276,1,0.675
0.41,0.303,0.138,0.637,0.452,0.269,0.269,0,0.797,0.797,0.593,0.517,0.517,0.92,0.692
0.246,0.316,0.183,0.637,0.456,0.224,0.224,0,0.938,0.938,0.84,0.579,0.579,0.77,0.692
0.246,0.277,0.218,0.637,0.443,0.179,0.179,0,0.917,0.917,0.963,0.499,0.499,0.644,0.675
0.246,0.33,0.24,0.652,0.426,0.12,0.12,0,0.818,0.818,1,0.428,0.428,0.54,0.675
0.246,0.376,0.257,0.667,0.413,0.0897,0.0897,0,0.731,0.731,0.914,0.365,0.365,0.46,0.709
0.246,0.303,0.304,0.667,0.409,0.0823,0.0823,0,0.655,0.655,0.827,0.41,0.41,0.402,0.709
0.246,0.376,0.347,0.652,0.421,0.0823,0.0823,0,0.535,0.535,0.704,0.321,0.321,0.379,0.709
0.246,0.29,0.382,0.681,0.482,0.0897,0.0897,0,0.567,0.567,0.753,0.339,0.339,0.356,0.692
0.295,0.607,0.402,0.711,0.612,0.142,0.142,0.0223,0.546,0.546,0.679,0.339,0.339,0.448,0.743
0.541,0.989,0.415,0.77,0.804,0.284,0.284,0.273,0.535,0.535,0.667,0.437,0.437,0.586,0.81
0.885,0.771,0.489,0.785,0.946,0.359,0.359,0.468,0.535,0.535,0.63,0.775,0.775,0.69,0.844
0.885,0.396,0.643,0.741,0.919,0.449,0.449,0.54,0.535,0.535,0.63,0.989,0.989,0.69,0.81
0.885,0.231,0.756,0.696,0.747,0.621,0.621,0.791,0.535,0.535,0.642,0.802,0.802,0.632,0.793
1,0.165,0.698,0.667,0.566,0.733,0.733,0.535,0.513,0.513,0.667,0.597,0.597,0.552,0.776
1,0.105,0.441,0.593,0.493,0.636,0.636,0.103,0.349,0.349,0.543,0.392,0.392,0.437,0.743
1,0.0725,0.201,0.533,0.249,0.441,0.441,0.0529,0.185,0.185,0.296,0.276,0.276,0.299,0.692
1,0.0462,0.0721,0.519,0.124,0.344,0.344,0,0.0982,0.0982,0.123,0.134,0.134,0.138,0.675
1,0.0462,0.0351,0.489,0.0743,0.344,0.344,0,0.0764,0.0764,0.0741,0.0624,0.0624,0.069,0.658
1,0.0264,0.0175,0.474,0.0495,0.344,0.344,0,0.0436,0.0436,0.0494,0.0446,0.0446,0.046,0.641
1,0.0264,0.0136,0.459,0.0495,0.344,0.344,0,0.0436,0.0436,0.0247,0.0267,0.0267,0.0575,0.625
1,0.0462,0.0214,0.474,0.054,0.344,0.344,0,0.0764,0.0764,0.0494,0.0267,0.0267,0.115,0.608
1,0.0725,0.0351,0.489,0.146,0.277,0.277,0,0.12,0.12,0.0741,0.0891,0.0891,0.391,0.608
1,0.165,0.0565,0.548,0.342,0.262,0.262,0,0.24,0.24,0.198,0.178,0.178,0.897,0.641
0.869,0.277,0.078,0.622,0.433,0.254,0.254,0,0.535,0.535,0.395,0.276,0.276,1,0.675
0.41,0.303,0.0955,0.637,0.452,0.247,0.247,0,0.797,0.797,0.593,0.517,0.517,0.92,0.692
