occupants,cooking_range,plug_loads_tv,plug_loads_other,lighting_interior,lighting_exterior,lighting_garage,lighting_exterior_holiday,hot_water_clothes_washer,clothes_washer,clothes_dryer,hot_water_dishwasher,dishwasher,hot_water_fixtures,refrigerator,ceiling_fan,outage,heating_season,cooling_season,natural_ventilation,water_heater_setpoint
1,0,0.175,0.488,0.116,0.553,0.553,0,0,0,0,0,0,0.154,0.692,0.356,0,1,1,1,125
1,0,0.0721,0.465,0.0495,0.442,0.442,0,0,0,0,0,0,0,0.675,0.258,0,1,1,0,125
1,0,0.0351,0.465,0.0495,0.409,0.409,0,0,0,0,0,0,0,0.658,0.258,0,1,1,0,125
1,0,0.0175,0.465,0.0495,0.409,0.409,0,0,0,0,0,0,0.0428,0.641,0.258,0,1,1,0,125
1,0,0.0136,0.465,0.0495,0.398,0.398,0,0,0,0,0,0,0,0.625,0.258,0,1,1,0,125
1,0,0.0214,0.465,0.0495,0.365,0.365,0,0,0,0,0,0,0,0.608,0.258,0,1,1,0,125
1,0,0.0351,0.465,0.0495,0.398,0.398,0,0,0,0,0,0,0,0.608,0.258,0,1,1,0,125
0.667,0,0.0565,0.465,0.0495,0.476,0.476,0,0,0,0,0,0,0.041,0.641,0.258,0,1,1,0,125
1,0,0.078,0.518,0.177,0.52,0.52,0,0,0,0,0,0,0.146,0.675,0.345,0,1,1,0,125
0.667,0,0.0955,0.465,0.0495,0.376,0.376,0,0,0,0,0,0,0.0858,0.692,0.258,0,1,1,0,125
0.333,0,0.113,0.523,0.185,0.254,0.254,0,0,0,0,0,0,0,0.692,0.257,0,1,1,0,125
0.333,0.267,0.127,0.523,0.181,0.265,0.265,0,0,0,0,0,0,0,0.675,0.26,0,1,1,0,125
0.333,0,0.14,0.528,0.175,0.276,0.276,0,0,0,0,0,0,0,0.675,0.264,0,1,1,0,125
0,0,0.148,0.465,0.0495,0.265,0.265,0,0.236,0.298,0.0167,0,0,0.0428,0.709,0.258,0,1,1,0,125
0.333,0,0.168,0.532,0.169,0.31,0.31,0,0.666,0,0.75,0,0,0.0857,0.709,0.275,0,1,1,0,125
0.333,0,0.177,0.528,0.173,0.343,0.343,0,0.465,0,0,0,0,0.128,0.709,0.286,0,1,1,0,125
0.333,0,0.199,0.537,0.194,0.354,0.354,0,0.375,0,0,0,0,0,0.692,0.29,0,1,1,0,125
0.333,0.833,0.248,0.547,0.237,0.431,0.431,0,0.682,0,0,0,0,0.0428,0.743,0.316,0,1,1,0,125
0.667,0.25,0.304,0.669,0.553,0.586,0.586,0,0.527,0,0,0,0,0.171,0.81,0.477,0,1,1,0,125
1,0,0.409,0.785,0.946,0.697,0.697,0,0.301,0,0,0.212,0.283,0.171,0.844,0.697,0,1,1,0,125
1,0,0.573,0.741,0.919,0.741,0.741,0,0.0595,0,0,0.407,0.5,0.0857,0.81,0.741,0,1,1,0,125
1,0,0.708,0.696,0.747,0.785,0.785,0,0,0,0,0,0,0.3,0.793,0.785,0,1,1,0,125
1,0,0.671,0.6,0.394,0.763,0.763,0,0,0,0,0,0,0.274,0.776,0.595,0,1,1,0,125
1,0,0.405,0.465,0.0495,0.652,0.652,0,0,0,0,0,0,0.0428,0.743,0.258,0,1,1,0,125
1,0,0.175,0.465,0.0495,0.553,0.553,0,0,0,0,0,0,0.0857,0.692,0.258,0,1,1,0,125
1,0,0.0721,0.465,0.0495,0.442,0.442,0,0,0,0,0,0,0,0.675,0.258,0,1,1,1,125
1,0,0.0351,0.465,0.0495,0.409,0.409,0,0,0,0,0,0,0,0.658,0.258,0,1,1,1,125
1,0,0.0175,0.465,0.0495,0.409,0.409,0,0,0,0,0,0,0,0.641,0.258,0,1,1,1,125
1,0,0.0136,0.465,0.0495,0.398,0.398,0,0,0,0,0,0,0,0.625,0.258,0,1,1,1,125
0.667,0,0.0214,0.465,0.0495,0.365,0.365,0,0,0,0,0,0,0,0.608,0.258,0,1,1,1,125
0.667,0,0.0351,0.465,0.0495,0.398,0.398,0,0,0,0,0,0,0.176,0.608,0.258,0,1,1,1,125
0.667,0,0.0565,0.465,0.0495,0.476,0.476,0,0,0,0,0,0,0,0.641,0.258,0,1,1,1,125
0.667,0.333,0.078,0.465,0.0495,0.52,0.52,0,0,0,0,0.244,0.283,0,0.675,0.258,0,1,1,1,125
0.667,1,0.0955,0.523,0.184,0.376,0.376,0,0,0,0,0.275,0.5,0.257,0.692,0.297,0,1,1,1,125
0.667,1,0.113,0.523,0.185,0.254,0.254,0,0,0,0,0,0,0.0857,0.692,0.257,0,1,1,1,125
0.667,0.133,0.127,0.58,0.312,0.265,0.265,0,0,0,0,0,0,0,0.675,0.263,0,1,1,1,125
0.333,0,0.14,0.528,0.175,0.276,0.276,0,0,0,0,0,0,0.0857,0.675,0.264,0,1,1,1,125
0,0.333,0.148,0.465,0.0495,0.265,0.265,0,0,0,0,0,0,0.171,0.709,0.258,0,1,1,1,125
0.333,0.2,0.168,0.532,0.169,0.31,0.31,0,0,0,0,0,0,0,0.709,0.275,0,1,1,1,125
0.333,0,0.177,0.528,0.173,0.343,0.343,0,0,0,0,0,0,0.0428,0.709,0.286,0,1,1,1,125
0.333,0,0.199,0.537,0.194,0.354,0.354,0,0,0,0,0,0,0.171,0.692,0.29,0,1,1,1,125
0.667,0.583,0.248,0.547,0.237,0.431,0.431,0,0,0,0,0,0,0.317,0.743,0.316,0,1,1,1,125
0.667,0.233,0.304,0.669,0.553,0.586,0.586,0,0,0,0,0.353,0.533,0.128,0.81,0.477,0,1,1,1,125
1,0,0.409,0.785,0.946,0.697,0.697,0,0,0,0,0.117,0.25,0.343,0.844,0.697,0,1,1,1,125
1,0,0.573,0.741,0.919,0.741,0.741,0,0,0,0,0,0,0.0428,0.81,0.741,0,1,1,1,125
1,0,0.708,0.696,0.747,0.785,0.785,0,0,0,0,0,0,0.172,0.793,0.785,0,1,1,1,125
1,0,0.671,0.6,0.394,0.763,0.763,0,0,0,0,0,0,0.269,0.776,0.595,0,1,1,1,125
1,0,0.405,0.465,0.0495,0.652,0.652,0,0,0,0,0,0,0.0857,0.743,0.258,0,1,1,1,125
1,0,0.175,0.465,0.0495,0.553,0.553,0,0,0,0,0,0,0,0.692,0.258,0,1,1,1,125
1,0,0.0858,0.465,0.0495,0.442,0.442,0,0,0,0,0,0,0,0.675,0.258,0,1,1,0,125
1,0,0.0429,0.465,0.0495,0.409,0.409,0,0,0,0,0,0,0,0.658,0.258,0,1,1,0,125
1,0,0.0234,0.465,0.0495,0.409,0.409,0,0,0,0,0,0,0,0.641,0.258,0,1,1,0,125
1,0,0.0156,0.465,0.0495,0.398,0.398,0,0,0,0,0,0,0,0.625,0.258,0,1,1,0,125
1,0,0.0214,0.465,0.0495,0.365,0.365,0,0,0,0,0,0,0,0.608,0.258,0,1,1,0,125
1,0,0.0273,0.465,0.0495,0.398,0.398,0,0,0,0,0,0,0.48,0.608,0.258,0,1,1,0,125
1,0,0.0468,0.521,0.245,0.476,0.476,0,0,0,0,0,0,0.208,0.641,0.403,0,1,1,0,125
1,0,0.0838,0.57,0.305,0.52,0.52,0,0,0,0,0,0,0.0717,0.675,0.432,0,1,1,0,125
0.333,0,0.138,0.523,0.184,0.376,0.376,0,0,0,0,0,0,0.0648,0.692,0.297,0,1,1,0,125
0.333,0.717,0.183,0.523,0.185,0.254,0.254,0,0,0,0,0,0,0.444,0.692,0.257,0,1,1,0,125
0.333,1,0.218,0.523,0.181,0.265,0.265,0,0,0,0,0,0,0.343,0.675,0.26,0,1,1,0,125
0.333,0.2,0.24,0.528,0.175,0.276,0.276,0,0.518,0.596,0.417,0,0,0.0428,0.675,0.264,0,1,1,0,125
0.667,0,0.257,0.6,0.292,0.265,0.265,0,0.455,0,0.617,0,0,0,0.709,0.263,0,1,1,0,125
0.667,0,0.304,0.6,0.289,0.31,0.31,0,0.54,0,0,0,0,0.128,0.709,0.292,0,1,1,0,125
0.667,0,0.347,0.59,0.297,0.343,0.343,0,0.4,0,0,0,0,0.0428,0.709,0.314,0,1,1,0,125
0.667,0,0.382,0.537,0.194,0.354,0.354,0,0,0,0,0,0,0.171,0.692,0.29,0,1,1,0,125
0.667,0.717,0.402,0.547,0.237,0.431,0.431,0,0,0,0,0,0,0.128,0.743,0.316,0,1,1,0,125
1,0.1,0.415,0.669,0.553,0.586,0.586,0,0,0,0,0,0,0,0.81,0.477,0,1,1,0,125
1,0,0.489,0.785,0.946,0.697,0.697,0,0,0,0,0,0,0.171,0.844,0.697,0,1,1,0,125
1,0,0.643,0.741,0.919,0.741,0.741,0,0,0,0,0,0,0.128,0.81,0.741,0,1,1,0,125
1,0,0.756,0.696,0.747,0.785,0.785,0,0,0,0,0,0,0.0857,0.793,0.785,0,1,1,0,125
1,0,0.698,0.667,0.566,0.763,0.763,0,0,0,0,0,0,0.0857,0.776,0.763,0,1,1,0,125
1,0,0.441,0.55,0.345,0.652,0.652,0,0,0,0,0,0,0.257,0.743,0.521,0,1,1,0,125
1,0,0.201,0.488,0.116,0.553,0.553,0,0,0,0,0,0,0,0.692,0.356,0,1,1,0,125
1,0,0.0858,0.483,0.0743,0.442,0.442,0,0,0,0,0,0,0,0.675,0.319,0,1,1,0,125
1,0,0.0429,0.465,0.0495,0.409,0.409,0,0,0,0,0,0,0,0.658,0.258,0,1,1,0,125
1,0,0.0234,0.465,0.0495,0.409,0.409,0,0,0,0,0,0,0,0.641,0.258,0,1,1,0,125
1,0,0.0156,0.465,0.0495,0.398,0.398,0,0,0,0,0,0,0,0.625,0.258,0,1,1,0,125
1,0,0.0214,0.465,0.0495,0.365,0.365,0,0,0,0,0,0,0,0.608,0.258,0,1,1,0,125
1,0,0.0273,0.465,0.0495,0.398,0.398,0,0,0,0,0,0,0,0.608,0.258,0,1,1,0,125
1,0,0.0468,0.465,0.0495,0.476,0.476,0,0,0,0,0,0,0,0.641,0.258,0,1,1,0,125
1,0,0.0838,0.465,0.0495,0.52,0.52,0,0,0,0,0,0,0,0.675,0.258,0,1,1,0,125
1,0,0.138,0.465,0.0495,0.376,0.376,0,0,0,0,0,0,0,0.692,0.258,0,1,1,0,125
1,0,0.183,0.523,0.185,0.254,0.254,0,0,0,0,0,0,0.187,0.692,0.257,0,1,1,0,125
0.667,0,0.218,0.58,0.312,0.265,0.265,0,0,0,0,0,0,0,0.675,0.263,0,1,1,0,125
0.667,0,0.24,0.59,0.3,0.276,0.276,0,0,0,0,0,0,0.0857,0.675,0.27,0,1,1,0,125
0.667,0,0.257,0.6,0.292,0.265,0.265,0,0,0,0,0,0,0,0.709,0.263,0,1,1,0,125
0.667,0,0.304,0.6,0.289,0.31,0.31,0,0,0,0,0,0,0,0.709,0.292,0,1,1,0,125
0.667,0,0.347,0.59,0.297,0.343,0.343,0,0,0,0,0,0,0.41,0.709,0.314,0,1,1,0,125
0.667,0,0.382,0.609,0.338,0.354,0.354,0,0,0,0,0.343,0.167,0.131,0.692,0.322,0,1,1,0,125
0.667,0,0.402,0.629,0.425,0.431,0.431,0,0,0,0,0.633,0.617,0.282,0.743,0.373,0,1,1,0,125
1,0.217,0.415,0.669,0.553,0.586,0.586,0,0,0,0,0.351,0,0.355,0.81,0.477,0,1,1,0,125
1,0.317,0.489,0.785,0.946,0.697,0.697,0,0,0,0,0,0,0.214,0.844,0.697,0,1,1,0,125
0.667,0,0.643,0.649,0.629,0.741,0.741,0,0,0,0,0,0,0.0857,0.81,0.58,0,1,1,0,125
1,0,0.756,0.696,0.747,0.785,0.785,0,0,0,0,0,0,0,0.793,0.785,0,1,1,0,125
1,0,0.698,0.667,0.566,0.763,0.763,0,0,0,0,0,0,0.419,0.776,0.763,0,1,1,0,125
1,0,0.441,0.55,0.345,0.652,0.652,0,0,0,0,0,0,0.131,0.743,0.521,0,1,1,0,125
1,0,0.201,0.488,0.116,0.553,0.553,0,0,0,0,0,0,0.0365,0.692,0.356,0,1,1,0,125
1,0,0.0721,0.483,0.0743,0.442,0.442,0,0,0,0,0,0,0.174,0.675,0.319,0,1,1,1,125
1,0,0.0351,0.473,0.0578,0.409,0.409,0,0,0,0,0,0,0.292,0.658,0.308,0,1,1,1,125
1,0,0.0175,0.468,0.0495,0.409,0.409,0,0,0,0,0,0,0,0.641,0.308,0,1,1,1,125
1,0,0.0136,0.465,0.0495,0.398,0.398,0,0,0,0,0,0,0,0.625,0.258,0,1,1,1,125
1,0,0.0214,0.465,0.0495,0.365,0.365,0,0,0,0,0,0,0.107,0.608,0.258,0,1,1,1,125
1,0,0.0351,0.465,0.0495,0.398,0.398,0,0,0,0,0,0,0.115,0.608,0.258,0,1,1,1,125
1,0,0.0565,0.493,0.147,0.476,0.476,0,0,0,0,0,0,0.201,0.641,0.33,0,1,1,1,125
0.667,0.267,0.078,0.518,0.177,0.52,0.52,0,0,0,0,0,0,0.0877,0.675,0.345,0,1,1,1,125
1,0,0.0955,0.523,0.184,0.376,0.376,0,0,0,0,0,0,0.0956,0.692,0.297,0,1,1,1,125
0.667,0,0.113,0.523,0.185,0.254,0.254,0,0,0,0,0,0,0.183,0.692,0.257,0,1,1,1,125
0.667,0,0.127,0.58,0.312,0.265,0.265,0,0,0,0,0,0,0,0.675,0.263,0,1,1,1,125
0.667,0,0.14,0.59,0.3,0.276,0.276,0,0,0,0,0.334,0.283,0.173,0.675,0.27,0,1,1,1,125
0.667,0,0.148,0.6,0.292,0.265,0.265,0,0,0,0,0.514,0.5,0.461,0.709,0.263,0,1,1,1,125
0.667,0,0.168,0.6,0.289,0.31,0.31,0,0,0,0,0,0,0.0694,0.709,0.292,0,1,1,1,125
0.333,0,0.177,0.528,0.173,0.343,0.343,0,0,0,0,0,0,0,0.709,0.286,0,1,1,1,125
0.333,0.267,0.199,0.537,0.194,0.354,0.354,0,0,0,0,0,0,0.0857,0.692,0.29,0,1,1,1,125
0.333,0,0.248,0.547,0.237,0.431,0.431,0,0,0,0,0,0,0.3,0.743,0.316,0,1,1,1,125
0.667,0,0.304,0.669,0.553,0.586,0.586,0,0,0,0,0,0,0.171,0.81,0.477,0,1,1,1,125
0.667,0,0.409,0.679,0.647,0.697,0.697,0,0,0,0,0.722,0.783,0.0857,0.844,0.55,0,1,1,1,125
1,0,0.573,0.741,0.919,0.741,0.741,0,0,0,0,0,0.267,0,0.81,0.741,0,1,1,1,125
1,0,0.708,0.619,0.515,0.785,0.785,0,0,0,0,0,0,0.128,0.793,0.609,0,1,1,1,125
1,0,0.671,0.532,0.222,0.763,0.763,0,0,0,0,0,0,0,0.776,0.426,0,1,1,1,125
1,0,0.405,0.508,0.197,0.652,0.652,0,0,0,0,0,0,0,0.743,0.389,0,1,1,1,125
1,0,0.175,0.465,0.0495,0.553,0.553,0,0,0,0,0,0,0.0428,0.692,0.258,0,1,1,1,125
1,0,0.0721,0.465,0.0495,0.442,0.442,0,0,0,0,0,0,0.128,0.675,0.258,0,1,1,0,125
1,0,0.0351,0.465,0.0495,0.409,0.409,0,0,0,0,0,0,0,0.658,0.258,0,1,1,0,125
1,0,0.0175,0.465,0.0495,0.409,0.409,0,0,0,0,0,0,0,0.641,0.258,0,1,1,0,125
1,0,0.0136,0.465,0.0495,0.398,0.398,0,0,0,0,0,0,0,0.625,0.258,0,1,1,0,125
1,0,0.0214,0.465,0.0495,0.365,0.365,0,0,0,0,0,0,0,0.608,0.258,0,1,1,0,125
1,0,0.0351,0.465,0.0495,0.398,0.398,0,0,0,0,0,0,0,0.608,0.258,0,1,1,0,125
1,0.533,0.0565,0.521,0.245,0.476,0.476,0,0.0981,0.298,0.0167,0,0,0,0.641,0.403,0,1,1,0,125
1,0,0.078,0.622,0.433,0.52,0.52,0,0.695,0,0.233,0,0,0,0.675,0.52,0,1,1,0,125
0.333,0,0.0955,0.523,0.184,0.376,0.376,0,0,0,0,0,0,0.0937,0.692,0.297,0,1,1,0,125
0.667,0,0.113,0.58,0.321,0.254,0.254,0,0,0,0,0,0,0.295,0.692,0.255,0,1,1,0,125
0.333,0,0.127,0.523,0.181,0.265,0.265,0,0,0,0,0,0,0.128,0.675,0.26,0,1,1,0,125
0.333,0,0.14,0.528,0.175,0.276,0.276,0,0,0,0,0,0,0.128,0.675,0.264,0,1,1,0,125
0.333,0,0.148,0.532,0.171,0.265,0.265,0,0,0,0,0,0,0.0428,0.709,0.26,0,1,1,0,125
0.333,0,0.168,0.532,0.169,0.31,0.31,0,0,0,0,0,0,0.0428,0.709,0.275,0,1,1,0,125
0.333,0,0.177,0.528,0.173,0.343,0.343,0,0,0,0,0,0,0,0.709,0.286,0,1,1,0,125
0.333,0,0.199,0.537,0.194,0.354,0.354,0,0,0,0,0,0,0,0.692,0.29,0,1,1,0,125
0.333,0.333,0.248,0.547,0.237,0.431,0.431,0,0,0,0,0,0,0.0857,0.743,0.316,0,1,1,0,125
1,0.2,0.304,0.77,0.804,0.586,0.586,0,0,0,0,0,0,0.218,0.81,0.586,0,1,1,0,125
1,0,0.409,0.785,0.946,0.697,0.697,0,0,0,0,0,0,0.413,0.844,0.697,0,1,1,0,125
1,0,0.573,0.741,0.919,0.741,0.741,0,0,0,0,0,0,0.0428,0.81,0.741,0,1,1,0,125
0.667,0,0.708,0.619,0.515,0.785,0.785,0,0,0,0,0,0,0.181,0.793,0.609,0,1,1,0,125
0.667,0,0.671,0.6,0.394,0.763,0.763,0,0,0,0,0,0,0,0.776,0.595,0,1,1,0,125
1,0,0.405,0.508,0.197,0.652,0.652,0,0,0,0,0,0,0.27,0.743,0.389,0,1,1,0,125
1,0,0.175,0.488,0.116,0.553,0.553,0,0,0,0,0,0,0.0141,0.692,0.356,0,1,1,0,125
1,0,0.0721,0.465,0.0495,0.442,0.442,0,0,0,0,0,0,0,0.675,0.258,0,1,1,1,125
1,0,0.0351,0.465,0.0495,0.409,0.409,0,0,0,0,0,0,0,0.658,0.258,0,1,1,1,125
1,0,0.0175,0.465,0.0495,0.409,0.409,0,0,0,0,0,0,0,0.641,0.258,0,1,1,1,125
1,0,0.0136,0.465,0.0495,0.398,0.398,0,0,0,0,0,0,0,0.625,0.258,0,1,1,1,125
1,0,0.0214,0.465,0.0495,0.365,0.365,0,0,0,0,0,0,0.0912,0.608,0.258,0,1,1,1,125
1,0,0.0351,0.473,0.0816,0.398,0.398,0,0,0,0,0,0,0.13,0.608,0.305,0,1,1,1,125
0.667,0,0.0565,0.493,0.147,0.476,0.476,0,0,0,0,0,0,0,0.641,0.33,0,1,1,1,125
0.333,0.333,0.078,0.465,0.0495,0.52,0.52,0,0,0,0,0,0,0,0.675,0.258,0,1,1,1,125
0.333,0.483,0.0955,0.523,0.184,0.376,0.376,0,0,0,0,0,0,0,0.692,0.297,0,1,1,1,125
0.333,0,0.113,0.523,0.185,0.254,0.254,0,0,0,0,0,0,0.343,0.692,0.257,0,1,1,1,125
0,0,0.127,0.465,0.0495,0.265,0.265,0,0,0,0,0,0,0,0.675,0.258,0,1,1,1,125
0,0,0.14,0.465,0.0495,0.276,0.276,0,0,0,0,0,0,0.171,0.675,0.258,0,1,1,1,125
0,0,0.148,0.465,0.0495,0.265,0.265,0,0,0,0,0,0,0.3,0.709,0.258,0,1,1,1,125
0,0,0.168,0.465,0.0495,0.31,0.31,0,0,0,0,0,0,0,0.709,0.258,0,1,1,1,125
0,0,0.177,0.465,0.0495,0.343,0.343,0,0,0,0,0,0,0.0629,0.709,0.258,0,1,1,1,125
0.667,0.817,0.199,0.609,0.338,0.354,0.354,0,0,0,0,0,0,0.0428,0.692,0.322,0,1,1,1,125
1,0.833,0.248,0.711,0.612,0.431,0.431,0,0,0,0,0,0,0.0428,0.743,0.431,0,1,1,1,125
1,1,0.304,0.77,0.804,0.586,0.586,0,0,0,0,0,0,0,0.81,0.586,0,1,1,1,125
1,0.633,0.409,0.785,0.946,0.697,0.697,0,0,0,0,0,0,0.0857,0.844,0.697,0,1,1,1,125
1,0,0.573,0.741,0.919,0.741,0.741,0,0,0,0,0,0,0.274,0.81,0.741,0,1,1,1,125
1,0,0.708,0.696,0.747,0.785,0.785,0,0,0,0,0,0,0.244,0.793,0.785,0,1,1,1,125
1,0,0.671,0.667,0.566,0.763,0.763,0,0,0,0,0,0,0.277,0.776,0.763,0,1,1,1,125
1,0,0.405,0.593,0.493,0.652,0.652,0,0,0,0,0,0,0.263,0.743,0.652,0,1,1,1,125
1,0,0.175,0.488,0.116,0.553,0.553,0,0,0,0,0,0,0,0.692,0.356,0,1,1,1,125
1,0,0.0721,0.483,0.0743,0.442,0.442,0,0,0,0,0,0,0,0.675,0.319,0,1,1,0,125
1,0,0.0351,0.465,0.0495,0.409,0.409,0,0,0,0,0,0,0,0.658,0.258,0,1,1,0,125
1,0,0.0175,0.465,0.0495,0.409,0.409,0,0,0,0,0,0,0.0428,0.641,0.258,0,1,1,0,125
1,0,0.0136,0.465,0.0495,0.398,0.398,0,0,0,0,0,0,0.0428,0.625,0.258,0,1,1,0,125
1,0,0.0214,0.468,0.051,0.365,0.365,0,0,0,0,0,0,0,0.608,0.293,0,1,1,0,125
1,0,0.0351,0.473,0.0816,0.398,0.398,0,0,0,0,0,0,0.0799,0.608,0.305,0,1,1,0,125
0.667,0,0.0565,0.493,0.147,0.476,0.476,0,0,0,0,0,0,0,0.641,0.33,0,1,1,0,125
0.333,0,0.078,0.465,0.0495,0.52,0.52,0,0,0,0,0,0,0.0428,0.675,0.258,0,1,1,0,125
0.333,0,0.0955,0.465,0.0495,0.376,0.376,0,0,0,0,0,0,0.0428,0.692,0.258,0,1,1,0,125
0.333,0,0.113,0.465,0.0495,0.254,0.254,0,0,0,0,0,0,0,0.692,0.258,0,1,1,0,125
0.333,0,0.127,0.465,0.0495,0.265,0.265,0,0,0,0,0,0,0,0.675,0.258,0,1,1,0,125
0.333,0,0.14,0.465,0.0495,0.276,0.276,0,0,0,0,0,0,0,0.675,0.258,0,1,1,0,125
0.333,0.533,0.148,0.532,0.171,0.265,0.265,0,0,0,0,0,0,0,0.709,0.26,0,1,1,0,125
0.333,0,0.168,0.532,0.169,0.31,0.31,0,0,0,0,0,0,0,0.709,0.275,0,1,1,0,125
0.333,0,0.177,0.528,0.173,0.343,0.343,0,0,0,0,0,0,0,0.709,0.286,0,1,1,0,125
0.333,0,0.199,0.537,0.194,0.354,0.354,0,0,0,0,0,0,0.0428,0.692,0.29,0,1,1,0,125
0.333,0,0.248,0.547,0.237,0.431,0.431,0,0,0,0,0,0,0.0857,0.743,0.316,0,1,1,0,125
0.667,0,0.304,0.669,0.553,0.586,0.586,0,0,0,0,0,0,0.257,0.81,0.477,0,1,1,0,125
1,0,0.409,0.785,0.946,0.697,0.697,0,0,0,0,0,0,0.214,0.844,0.697,0,1,1,0,125
1,0,0.573,0.741,0.919,0.741,0.741,0,0,0,0,0,0,0.106,0.81,0.741,0,1,1,0,125
1,0,0.708,0.696,0.747,0.785,0.785,0,0,0,0,0,0,0,0.793,0.785,0,1,1,0,125
1,0,0.671,0.667,0.566,0.763,0.763,0,0,0,0,0,0,0.214,0.776,0.763,0,1,1,0,125
1,0,0.405,0.55,0.345,0.652,0.652,0,0,0,0,0,0,0.128,0.743,0.521,0,1,1,0,125
1,0,0.175,0.511,0.183,0.553,0.553,0,0,0,0,0,0,0,0.692,0.455,0,1,1,0,125
1,0,0.0721,0.483,0.0743,0.442,0.442,0,0,0,0,0,0,0,0.675,0.319,0,1,1,1,125
1,0,0.0351,0.465,0.0495,0.409,0.409,0,0,0,0,0,0,0,0.658,0.258,0,1,1,1,125
1,0,0.0175,0.465,0.0495,0.409,0.409,0,0,0,0,0,0,0.0428,0.641,0.258,0,1,1,1,125
1,0,0.0136,0.465,0.0495,0.398,0.398,0,0,0,0,0,0,0,0.625,0.258,0,1,1,1,125
1,0.333,0.0214,0.465,0.0495,0.365,0.365,0,0,0,0,0,0,0,0.608,0.258,0,1,1,1,125
1,0.2,0.0351,0.473,0.0816,0.398,0.398,0,0,0,0,0,0,0.0928,0.608,0.305,0,1,1,1,125
1,0,0.0565,0.521,0.245,0.476,0.476,0,0,0,0,0,0,0.26,0.641,0.403,0,1,1,1,125
1,0,0.078,0.622,0.433,0.52,0.52,0,0,0,0,0,0,0.0908,0.675,0.52,0,1,1,1,125
0.667,0,0.0955,0.58,0.318,0.376,0.376,0,0,0,0,0,0,0.113,0.692,0.337,0,1,1,1,125
0.333,0,0.113,0.523,0.185,0.254,0.254,0,0,0,0,0,0,0.214,0.692,0.257,0,1,1,1,125
0.333,0,0.127,0.523,0.181,0.265,0.265,0,0,0,0,0,0,0.214,0.675,0.26,0,1,1,1,125
0,0,0.14,0.465,0.0495,0.276,0.276,0,0,0,0,0,0,0.0428,0.675,0.258,0,1,1,1,125
0.333,0,0.148,0.532,0.171,0.265,0.265,0,0,0,0,0,0,0.0428,0.709,0.26,0,1,1,1,125
0.333,0,0.168,0.465,0.0495,0.31,0.31,0,0,0,0,0,0,0.0428,0.709,0.258,0,1,1,1,125
0.333,0,0.177,0.528,0.173,0.343,0.343,0,0,0,0,0,0,0,0.709,0.286,0,1,1,1,125
0.333,0,0.199,0.537,0.194,0.354,0.354,0,0,0,0,0,0,0,0.692,0.29,0,1,1,1,125
0.333,0.267,0.248,0.547,0.237,0.431,0.431,0,0,0,0,0,0,0.128,0.743,0.316,0,1,1,1,125
0.667,0,0.304,0.669,0.553,0.586,0.586,0,0,0,0,0,0,0.0857,0.81,0.477,0,1,1,1,125
0.667,0,0.409,0.679,0.647,0.697,0.697,0,0,0,0,0,0,0.113,0.844,0.55,0,1,1,1,125
1,0,0.573,0.741,0.919,0.741,0.741,0,0,0,0,0,0,0.128,0.81,0.741,0,1,1,1,125
1,0,0.708,0.696,0.747,0.785,0.785,0,0,0,0,0,0,0.214,0.793,0.785,0,1,1,1,125
1,0,0.671,0.667,0.566,0.763,0.763,0,0,0,0,0,0,0.0857,0.776,0.763,0,1,1,1,125
1,0,0.405,0.508,0.197,0.652,0.652,0,0,0,0,0,0,0.491,0.743,0.389,0,1,1,1,125
1,0,0.175,0.488,0.116,0.553,0.553,0,0,0,0,0,0,0.136,0.692,0.356,0,1,1,1,125
1,0,0.0858,0.465,0.0495,0.442,0.442,0,0,0,0,0,0,0,0.675,0.258,0,1,1,0,125
1,0,0.0429,0.465,0.0495,0.409,0.409,0,0,0,0,0,0,0,0.658,0.258,0,1,1,0,125
1,0,0.0234,0.465,0.0495,0.409,0.409,0,0,0,0,0,0,0.128,0.641,0.258,0,1,1,0,125
1,0,0.0156,0.465,0.0495,0.398,0.398,0,0,0,0,0,0,0,0.625,0.258,0,1,1,0,125
1,0,0.0214,0.465,0.0495,0.365,0.365,0,0,0,0,0,0,0,0.608,0.258,0,1,1,0,125
1,0,0.0273,0.465,0.0495,0.398,0.398,0,0,0,0,0,0,0,0.608,0.258,0,1,1,0,125
1,0.217,0.0468,0.465,0.0495,0.476,0.476,0,0,0,0,0,0,0,0.641,0.258,0,1,1,0,125
1,0.6,0.0838,0.465,0.0495,0.52,0.52,0,0,0,0,0,0,0,0.675,0.258,0,1,1,0,125
1,0,0.138,0.523,0.184,0.376,0.376,0,0,0,0,0,0,0.176,0.692,0.297,0,1,1,0,125
1,0,0.183,0.58,0.321,0.254,0.254,0,0,0,0,0,0,0.106,0.692,0.255,0,1,1,0,125
1,0,0.218,0.58,0.312,0.265,0.265,0,0,0,0,0,0,0.205,0.675,0.263,0,1,1,0,125
1,0.533,0.24,0.59,0.3,0.276,0.276,0,0,0,0,0,0,0,0.675,0.27,0,1,1,0,125
0.667,0,0.257,0.532,0.171,0.265,0.265,0,0,0,0,0,0,0.128,0.709,0.26,0,1,1,0,125
1,0,0.304,0.6,0.289,0.31,0.31,0,0,0,0,0,0,0.171,0.709,0.292,0,1,1,0,125
1,0,0.347,0.652,0.421,0.343,0.343,0,0,0,0,0.436,0.667,0,0.709,0.343,0,1,1,0,125
